Team Modified,Market,Bookmaker,Point,Implied Probability,Vegas Line
Bucknell,spreads,betonlineag,-6.0,0.5235602094240838,-109.8901098901099
Navy,spreads,betonlineag,6.0,0.5235602094240838,-109.8901098901099
Bucknell,spreads,lowvig,-6.0,0.5154639175257733,-106.38297872340426
Navy,spreads,lowvig,6.0,0.5154639175257733,-106.38297872340426
Bucknell,spreads,fanduel,-5.5,0.5235602094240838,-109.8901098901099
Navy,spreads,fanduel,5.5,0.5235602094240838,-109.8901098901099
Bucknell,spreads,draftkings,-5.5,0.53475935828877,-114.94252873563217
Navy,spreads,draftkings,5.5,0.5128205128205129,-105.26315789473685
Bucknell,spreads,mybookieag,-5.5,0.5235602094240838,-109.8901098901099
Navy,spreads,mybookieag,5.5,0.5235602094240838,-109.8901098901099
Bucknell,spreads,betmgm,-5.5,0.53475935828877,-114.94252873563217
Navy,spreads,betmgm,5.5,0.5128205128205129,-105.26315789473685
Bucknell,spreads,betrivers,-6.0,0.5181347150259068,-107.52688172043011
Navy,spreads,betrivers,6.0,0.5319148936170213,-113.63636363636365
Bucknell,spreads,bovada,-5.5,0.5128205128205129,-105.26315789473685
Navy,spreads,bovada,5.5,0.53475935828877,-114.94252873563217
Drexel,spreads,draftkings,4.5,0.53475935828877,-114.94252873563217
Towson,spreads,draftkings,-4.5,0.5128205128205129,-105.26315789473685
Drexel,spreads,mybookieag,4.0,0.5235602094240838,-109.8901098901099
Towson,spreads,mybookieag,-4.0,0.5235602094240838,-109.8901098901099
Drexel,spreads,fanduel,3.5,0.5102040816326531,-104.16666666666667
Towson,spreads,fanduel,-3.5,0.5405405405405405,-117.6470588235294
Drexel,spreads,betrivers,4.0,0.5181347150259068,-107.52688172043011
Towson,spreads,betrivers,-4.0,0.5319148936170213,-113.63636363636365
Drexel,spreads,betonlineag,4.0,0.5102040816326531,-104.16666666666667
Towson,spreads,betonlineag,-4.0,0.5376344086021505,-116.27906976744185
Drexel,spreads,lowvig,4.0,0.5,1.0
Towson,spreads,lowvig,-4.0,0.5291005291005292,-112.35955056179776
Drexel,spreads,betmgm,4.5,0.53475935828877,-114.94252873563217
Towson,spreads,betmgm,-4.5,0.5128205128205129,-105.26315789473685
Drexel,spreads,betus,4.0,0.5128205128205129,-105.26315789473685
Towson,spreads,betus,-4.0,0.53475935828877,-114.94252873563217
Drexel,spreads,bovada,4.5,0.53475935828877,-114.94252873563217
Towson,spreads,bovada,-4.5,0.5128205128205129,-105.26315789473685
High Point,spreads,draftkings,-7.5,0.5235602094240838,-109.8901098901099
Winthrop,spreads,draftkings,7.5,0.5235602094240838,-109.8901098901099
High Point,spreads,fanduel,-7.5,0.53475935828877,-114.94252873563217
Winthrop,spreads,fanduel,7.5,0.5128205128205129,-105.26315789473685
High Point,spreads,mybookieag,-8.0,0.5235602094240838,-109.8901098901099
Winthrop,spreads,mybookieag,8.0,0.5235602094240838,-109.8901098901099
High Point,spreads,betrivers,-7.5,0.5208333333333334,-108.69565217391305
Winthrop,spreads,betrivers,7.5,0.5291005291005292,-112.35955056179776
High Point,spreads,lowvig,-7.0,0.5154639175257733,-106.38297872340426
Winthrop,spreads,lowvig,7.0,0.5154639175257733,-106.38297872340426
High Point,spreads,betonlineag,-7.0,0.5235602094240838,-109.8901098901099
Winthrop,spreads,betonlineag,7.0,0.5235602094240838,-109.8901098901099
High Point,spreads,betmgm,-7.5,0.5235602094240838,-109.8901098901099
Winthrop,spreads,betmgm,7.5,0.5235602094240838,-109.8901098901099
High Point,spreads,bovada,-7.5,0.5235602094240838,-109.8901098901099
Winthrop,spreads,bovada,7.5,0.5235602094240838,-109.8901098901099
