Team Modified,Market,Bookmaker,Point,Implied Probability,Vegas Line
Arkansas,spreads,draftkings,-1.5,0.5181347150259068,-107.52688172043011
Mississippi St.,spreads,draftkings,1.5,0.5291005291005292,-112.35955056179776
Arkansas,spreads,mybookieag,-1.0,0.5235602094240838,-109.8901098901099
Mississippi St.,spreads,mybookieag,1.0,0.5235602094240838,-109.8901098901099
Arkansas,spreads,fanduel,-1.5,0.5050505050505051,-102.04081632653062
Mississippi St.,spreads,fanduel,1.5,0.5464480874316939,-120.48192771084337
Arkansas,spreads,betrivers,-1.0,0.5291005291005292,-112.35955056179776
Mississippi St.,spreads,betrivers,1.0,0.5208333333333334,-108.69565217391305
Arkansas,spreads,betonlineag,-1.5,0.5235602094240838,-109.8901098901099
Mississippi St.,spreads,betonlineag,1.5,0.5235602094240838,-109.8901098901099
Arkansas,spreads,lowvig,-1.5,0.5154639175257733,-106.38297872340426
Mississippi St.,spreads,lowvig,1.5,0.5154639175257733,-106.38297872340426
Arkansas,spreads,betus,-1.5,0.5235602094240838,-109.8901098901099
Mississippi St.,spreads,betus,1.5,0.5235602094240838,-109.8901098901099
Arkansas,spreads,betmgm,-1.5,0.5128205128205129,-105.26315789473685
Mississippi St.,spreads,betmgm,1.5,0.53475935828877,-114.94252873563217
Arkansas,spreads,bovada,-1.0,0.5464480874316939,-120.48192771084337
Mississippi St.,spreads,bovada,1.0,0.5,1.0
Drexel,spreads,fanduel,-1.5,0.5050505050505051,-102.04081632653062
Elon,spreads,fanduel,1.5,0.5464480874316939,-120.48192771084337
Drexel,spreads,mybookieag,1.0,0.5235602094240838,-109.8901098901099
Elon,spreads,mybookieag,-1.0,0.5235602094240838,-109.8901098901099
Drexel,spreads,lowvig,0.0,0.5025125628140703,-101.01010101010101
Elon,spreads,lowvig,0.0,0.5263157894736842,-111.11111111111113
Drexel,spreads,betonlineag,0.0,0.5128205128205129,-105.26315789473685
Elon,spreads,betonlineag,0.0,0.53475935828877,-114.94252873563217
Drexel,spreads,draftkings,-1.0,0.5,1.0
Elon,spreads,draftkings,1.0,0.5464480874316939,-120.48192771084337
Drexel,spreads,betus,0.0,0.5128205128205129,-105.26315789473685
Elon,spreads,betus,0.0,0.53475935828877,-114.94252873563217
Drexel,spreads,betmgm,1.5,0.5405405405405405,-117.6470588235294
Elon,spreads,betmgm,-1.5,0.5050505050505051,-102.04081632653062
Drexel,spreads,bovada,-1.0,0.5128205128205129,-105.26315789473685
Elon,spreads,bovada,1.0,0.53475935828877,-114.94252873563217
Drexel,spreads,betrivers,-1.0,0.5319148936170213,-113.63636363636365
Elon,spreads,betrivers,1.0,0.5181347150259068,-107.52688172043011
Georgia,spreads,fanduel,-4.5,0.5464480874316939,-120.48192771084337
Vanderbilt,spreads,fanduel,4.5,0.5050505050505051,-102.04081632653062
Georgia,spreads,betrivers,-5.5,0.5291005291005292,-112.35955056179776
Vanderbilt,spreads,betrivers,5.5,0.5208333333333334,-108.69565217391305
Georgia,spreads,mybookieag,-5.5,0.5235602094240838,-109.8901098901099
Vanderbilt,spreads,mybookieag,5.5,0.5235602094240838,-109.8901098901099
Georgia,spreads,betonlineag,-5.0,0.5235602094240838,-109.8901098901099
Vanderbilt,spreads,betonlineag,5.0,0.5235602094240838,-109.8901098901099
Georgia,spreads,lowvig,-5.0,0.5154639175257733,-106.38297872340426
Vanderbilt,spreads,lowvig,5.0,0.5154639175257733,-106.38297872340426
Georgia,spreads,betus,-5.5,0.5235602094240838,-109.8901098901099
Vanderbilt,spreads,betus,5.5,0.5235602094240838,-109.8901098901099
Georgia,spreads,draftkings,-5.5,0.5128205128205129,-105.26315789473685
Vanderbilt,spreads,draftkings,5.5,0.53475935828877,-114.94252873563217
