Home,Away,Home_Advantage
San Francisco,Gonzaga,0
Saint Mary's,Pepperdine,0
Troy,Arkansas St.,0
UNC Wilmington,Charleston,0
Wofford,Furman,0
Robert Morris,Oakland,0
Towson,Delaware,0
Nicholls St.,Incarnate Word,0
Youngstown St.,Cleveland St.,0
Montana St.,Idaho St.,0
Portland St.,Idaho,0
