Team Modified,Market,Bookmaker,Point,Implied Probability,Vegas Line
Arkansas-Pine Bluff Golden,spreads,fanduel,-0.5,0.5681818181818182,-131.57894736842104
UIC,spreads,fanduel,0.5,0.5,1.0
Lipscomb,spreads,betmgm,-3.5,0.46511627906976744,1.15
Tennessee Tech,spreads,betmgm,3.5,0.5988023952095809,-149.2537313432836
Lipscomb,spreads,bovada,-2.0,0.5747126436781609,-135.13513513513513
Tennessee Tech,spreads,bovada,2.0,0.48780487804878053,1.0499999999999998
Holy Cross,spreads,draftkings,7.5,0.5235602094240838,-109.8901098901099
Northeastern,spreads,draftkings,-7.5,0.5235602094240838,-109.8901098901099
Holy Cross,spreads,betonlineag,8.0,0.5291005291005292,-112.35955056179776
Northeastern,spreads,betonlineag,-8.0,0.5181347150259068,-107.52688172043011
Holy Cross,spreads,lowvig,8.0,0.5181347150259068,-107.52688172043011
Northeastern,spreads,lowvig,-8.0,0.5102040816326531,-104.16666666666667
Holy Cross,spreads,betmgm,7.5,0.5128205128205129,-105.26315789473685
Northeastern,spreads,betmgm,-7.5,0.53475935828877,-114.94252873563217
Holy Cross,spreads,fanduel,7.5,0.5181347150259068,-107.52688172043011
Northeastern,spreads,fanduel,-7.5,0.5291005291005292,-112.35955056179776
Holy Cross,spreads,betrivers,7.0,0.5208333333333334,-108.69565217391305
Northeastern,spreads,betrivers,-7.0,0.5319148936170213,-113.63636363636365
Holy Cross,spreads,bovada,7.5,0.5235602094240838,-109.8901098901099
Northeastern,spreads,bovada,-7.5,0.5235602094240838,-109.8901098901099
Wright St.,spreads,draftkings,3.5,0.5128205128205129,-105.26315789473685
Youngstown St.,spreads,draftkings,-3.5,0.53475935828877,-114.94252873563217
Wright St.,spreads,lowvig,4.0,0.5154639175257733,-106.38297872340426
Youngstown St.,spreads,lowvig,-4.0,0.5154639175257733,-106.38297872340426
Wright St.,spreads,betonlineag,4.0,0.5235602094240838,-109.8901098901099
Youngstown St.,spreads,betonlineag,-4.0,0.5235602094240838,-109.8901098901099
Wright St.,spreads,betmgm,4.5,0.53475935828877,-114.94252873563217
Youngstown St.,spreads,betmgm,-4.5,0.5128205128205129,-105.26315789473685
Wright St.,spreads,bovada,4.0,0.5235602094240838,-109.8901098901099
Youngstown St.,spreads,bovada,-4.0,0.5235602094240838,-109.8901098901099
Wright St.,spreads,betus,4.0,0.5235602094240838,-109.8901098901099
Youngstown St.,spreads,betus,-4.0,0.5235602094240838,-109.8901098901099
Wright St.,spreads,betrivers,3.5,0.5181347150259068,-107.52688172043011
Youngstown St.,spreads,betrivers,-3.5,0.53475935828877,-114.94252873563217
Wright St.,spreads,fanduel,3.5,0.5050505050505051,-102.04081632653062
Youngstown St.,spreads,fanduel,-3.5,0.5405405405405405,-117.6470588235294
Akron,spreads,fanduel,-23.5,0.5464480874316939,-120.48192771084337
Bucknell,spreads,fanduel,23.5,0.5050505050505051,-102.04081632653062
Akron,spreads,betonlineag,-22.5,0.53475935828877,-114.94252873563217
Bucknell,spreads,betonlineag,22.5,0.5128205128205129,-105.26315789473685
Akron,spreads,lowvig,-22.5,0.5263157894736842,-111.11111111111113
Bucknell,spreads,lowvig,22.5,0.5025125628140703,-101.01010101010101
Akron,spreads,draftkings,-23.5,0.5128205128205129,-105.26315789473685
Bucknell,spreads,draftkings,23.5,0.53475935828877,-114.94252873563217
Akron,spreads,betmgm,-23.5,0.5128205128205129,-105.26315789473685
Bucknell,spreads,betmgm,23.5,0.53475935828877,-114.94252873563217
Akron,spreads,betrivers,-23.0,0.5291005291005292,-112.35955056179776
Bucknell,spreads,betrivers,23.0,0.5291005291005292,-112.35955056179776
Akron,spreads,bovada,-23.5,0.5235602094240838,-109.8901098901099
Bucknell,spreads,bovada,23.5,0.5235602094240838,-109.8901098901099
American,spreads,draftkings,-4.5,0.5181347150259068,-107.52688172043011
Drexel,spreads,draftkings,4.5,0.5291005291005292,-112.35955056179776
American,spreads,betonlineag,-4.5,0.5235602094240838,-109.8901098901099
Drexel,spreads,betonlineag,4.5,0.5235602094240838,-109.8901098901099
American,spreads,lowvig,-4.5,0.5154639175257733,-106.38297872340426
Drexel,spreads,lowvig,4.5,0.5154639175257733,-106.38297872340426
