Team,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D,3P rate,3P rate D,arate,arateD,rank,team,conf,record,adjoe,adjde,barthag,sos,adjt,Year,EFG Z,EFGD Z,TOR Z,TORD Z,ORB Z,DRB Z,FTR Z,FTRD Z,2P Z,2PD Z,3P Z,3PD Z,3PR Z,3PRD Z,Adj T Z
Penn St.,58.9,48.6,29.7,21.0,29.5,26.0,11.0,21.6,39.0,27.1,59.1,53.7,68.6,82.6,34.7,38.8,51.2,54.7,93,Penn St.,B10,4-0,110.07051946403652,102.09112191642814,0.7037955585880967,0.2745867213483041,70.0121705626514,2026,1.3827068677852843,-0.37240923816821403,-1.893552514363278,1.030032665963825,-0.2636210933777158,-0.8727346005128669,-0.7518423436924113,-1.6332802938411006,1.0911714597494746,0.2650507856549647,1.0184069257845791,-0.9933741379435478,-0.7130454054436283,-0.14809932965762013,-0.3485417394705801
Syracuse,58.4,30.8,28.3,29.0,31.9,33.1,12.7,26.8,31.1,16.0,64.2,33.6,63.5,73.5,33.2,29.6,54.1,50.0,54,Syracuse,ACC,3-0,116.27043241424306,101.89607839654047,0.8201849994425253,0.1817857773378803,71.11341789803197,2026,1.2997808068681582,-3.352508782913726,-1.425165296837899,2.449168844825134,0.10492674862496362,0.23425561887389437,-0.8949304023988627,-0.8447908405855804,1.8298759265362685,-2.7073507566220782,-0.2743847847590416,-2.908508717947491,-0.928755627280509,-1.623381290471286,0.08118600395371815
Vanderbilt,62.3,46.5,30.1,41.1,36.0,23.6,9.8,19.2,40.3,33.3,63.9,43.9,74.7,80.0,46.7,42.9,53.4,48.4,13,Vanderbilt,SEC,4-0,123.073188732936,99.3010931794899,0.9218793716667584,0.3901832809247732,72.98460400222694,2026,1.9466040820217407,-0.7239940159190893,-2.2241787855576636,0.3750467372586049,0.7345293120462082,-1.246928477488673,-0.7109600412048536,0.34779945746339386,1.786422722607633,-1.1841798170472757,1.2311448022031493,0.07634067250910427,1.0126363692514173,0.5093632833136881,0.8113585603347369
Rhode Island,52.400000000000006,47.5,40.400000000000006,36.5,38.6,36.5,18.1,25.7,27.4,32.0,58.9,47.1,82.8,63.0,36.5,46.4,45.0,62.9,141,Rhode Island,A10,3-1,106.0412002964307,105.4925374157008,0.5149095996650316,0.2361486655621622,72.00415182980973,2026,0.3046680758626475,-0.5565726931805773,0.06265292353683617,2.1489669608352413,1.133789474215778,0.7643636112562867,0.34175924784975403,-0.10558197815853033,1.0622026571303842,-0.7109616610628705,-0.8798695099503582,-0.14795436839225792,-0.4541931392393719,1.0706118553623656,0.4287673966133725
Stetson,41.8,60.2,37.9,32.800000000000004,23.6,34.4,20.8,19.5,27.8,36.4,41.8,64.2,59.7,73.8,44.6,41.4,50.8,68.4,363,Stetson,ASun,1-3,95.5392361677803,115.21328262722,0.1040183753119077,0.4402058893517569,71.22287684964408,2026,-1.453364415580425,1.5696781055985245,0.8065620337242032,0.4569199783467575,-1.1696345383009696,0.4369439689024558,0.08624485730251856,-0.470258350289208,-1.4146299668018067,1.8177978599787932,-0.814411701821567,0.6111980777354309,0.710642058679784,0.268828181007112,0.12389897747261187
Southern Illinois,57.9,42.9,43.3,38.1,26.8,32.7,12.9,10.3,30.0,29.6,61.9,41.9,63.6,67.9,23.6,36.7,44.9,49.1,133,Southern Illinois,MVC,2-1,107.7264799068068,105.80358479181103,0.5515973464017684,0.2764364644686826,72.52386826098098,2026,1.2168547459510322,-1.3267107777777325,-1.370060918305501,-2.0538594150232505,-0.6782374156307303,0.1718899727112602,0.6381559408845455,0.05211591249257382,1.4967346964167336,-1.4799411645375289,-0.4543937571132169,-0.5620375208255426,-2.309301047036546,-0.4848484728868257,0.6315706743262489
New Mexico St.,50.0,49.1,46.400000000000006,30.9,30.8,28.1,12.2,19.8,31.2,28.6,54.2,55.6,76.9,82.4,57.1,50.9,65.2,43.5,115,New Mexico St.,CUSA,3-0,109.44900397117046,105.12169144410488,0.6139415396667052,0.213106609807654,69.25850683089854,2026,-0.09337701653955825,-0.28869857679895805,-1.5629262431688928,0.5387932194349102,-0.06399101229293087,-0.5453149581590359,0.9549937851631175,-0.6575245954373945,0.38143579558177104,0.5460240657707048,-0.25802033272684416,-0.7345721676727447,2.50822724065379,1.792217162282094,-0.6426357221225094
Texas,49.0,42.1,45.4,28.5,43.1,25.5,14.3,14.7,28.2,26.7,52.4,43.1,65.8,69.1,33.9,36.0,45.0,46.1,37,Texas,SEC,3-1,115.7435439023144,98.57252366105764,0.8637415458359875,0.3491484849476683,70.36792153161161,2026,-0.25922913837381023,-1.4606478359685415,-0.984330268578718,-0.8530518790636819,1.8248166779708022,-0.9506916582161599,0.8527880289442228,-0.8940714314140504,0.12071657200996087,-1.3024843560433765,-0.7489538936927762,-1.062387996682429,-0.8280908570899653,-0.5970981872965617,-0.2097209167537216
San Diego St.,58.3,43.3,28.4,18.3,30.4,32.800000000000004,20.3,30.1,42.5,26.7,55.1,45.8,74.2,63.2,36.7,43.3,60.0,66.7,45,San Diego St.,MWC,2-0,111.4456234585505,96.36685434856368,0.8418165316694346,0.1938218028407659,68.94113043460499,2026,1.2831955946847329,-1.259742248682328,0.6688010873932093,3.349774496794811,-0.12541565262671114,0.18748138425191901,-0.8847098267769735,-1.8993954843148384,0.5117954073676756,-0.9032065369315356,1.5911627469115,-1.062387996682429,-0.4254317763277874,0.5735059772621082,-0.7664820536536847
Houston Christian,50.0,53.5,20.200000000000003,17.4,23.3,18.8,18.6,19.4,30.0,34.7,53.6,54.5,54.2,80.0,42.0,42.6,61.5,60.4,249,Houston Christian,Slnd,2-1,103.39819729609808,110.02712597429613,0.3285825032741328,0.2379458942608718,68.90503860547483,2026,-0.09337701653955825,0.44795524325049413,0.2004138698678301,0.42962889798403964,-1.2157030185513047,-1.9953162314402864,-1.7227970277719031,-1.9881005478060847,0.294529387724501,0.3833553246510655,-0.4543937571132169,0.31788917809518813,0.33674434082919064,0.4612562628523733,-0.7805657747124042
LSU,59.8,40.3,50.8,28.000000000000004,41.6,27.3,16.400000000000002,12.8,35.5,28.8,63.2,38.6,80.2,67.9,34.6,36.5,57.3,42.9,59,LSU,SEC,3-0,115.4163750419887,101.8926830812134,0.8073994632908382,0.2973996372930174,71.4039673479141,2026,1.5319737774361109,-1.7620062168978636,-0.40573429398854305,-1.3715824059553137,1.5944742767191276,-0.6700462504843049,1.4046991125262498,-0.9433520222425201,1.685031913440819,-1.967947387896446,0.4456511046576585,-0.7000652383033044,-0.7274260868994206,-0.5169198198610363,0.19456394861668877
Little Rock,52.5,59.8,24.5,35.7,33.7,31.9,28.5,17.2,47.7,41.9,45.2,57.4,56.4,70.0,27.7,44.0,52.1,62.4,170,Little Rock,OVC,2-2,105.85423031841128,107.52161935610992,0.4551872661385172,0.4458010976541724,69.05292105583885,2026,0.3212532880460717,1.5027095765031189,2.9280806072215095,-0.17077486999574476,0.38133763012697397,0.04715868038599067,-1.2833122760306597,-0.18443092348408208,-0.9221603222772767,0.8122092785119321,2.4421142525857826,1.5601386353950422,-1.719693107349072,0.6857556916718441,-0.7228592181149017
Miami OH,56.6,51.0,26.200000000000003,36.5,27.9,16.7,16.2,21.9,36.4,35.9,58.2,49.2,78.1,71.1,45.1,37.5,42.4,54.3,107,Miami OH,MAC,3-0,110.51893758380756,104.71210746320628,0.6503730899549984,0.1895922694584722,71.90064745036223,2026,1.001246987566505,0.029401936404214356,-0.4608386725209414,1.1119059070519768,-0.5093196547128357,-2.3227358737941173,-1.1095624904585397,-0.10558197815853033,0.9608118479635701,-0.4004122461981046,0.5929311729474379,0.5249307543118299,0.7825454659587443,-0.3565630849899856,0.3883780108818412
Northwestern,58.7,42.0,42.2,25.3,35.0,31.8,13.0,20.4,40.0,29.7,58.1,40.4,69.1,70.0,32.6,38.4,63.3,65.1,55,Northwestern,B10,4-0,112.55782988188504,98.8696199047209,0.8162506530761233,0.3605253007756795,68.1184124907815,2026,1.3495364434184345,-1.477389968242393,-1.3425087290393023,0.7025397016112145,0.5809677112117584,0.0315672688453324,0.5257296090437628,-1.2094672127162585,0.9463274466540249,-1.7017621751552185,1.1820514461065565,-0.5447840561408228,-1.0150397160152616,-0.21224202360604016,-1.0875223087493044
Hofstra,50.0,52.0,40.7,48.0,33.900000000000006,36.5,17.599999999999998,21.6,31.0,35.1,52.3,51.5,70.3,69.0,39.0,42.3,53.8,57.7,203,Hofstra,CAA,2-2,102.49285170171044,105.90487655594576,0.406946038019423,0.4282720947056251,67.99962853862115,2026,-0.09337701653955825,0.19682325914272628,-0.07510802279415875,1.030032665963825,0.4120499502938644,0.7643636112562867,0.3724209747154219,1.0278716108962798,0.1062321707004157,-0.060286696584314056,-0.29074923679123954,0.38690303683406874,-0.09467610284457073,0.41314924239105744,-1.1338740755839947
Houston,49.2,40.6,18.1,40.9,39.1,28.6,15.7,20.6,28.7,25.0,53.6,42.1,76.6,62.4,41.7,32.7,56.2,40.8,1,Houston,B12,4-0,117.84162634533983,90.32186637255364,0.95515077426524,0.4829302414214501,65.98759324330038,2026,-0.22605871400695937,-1.7117798200763095,-0.5985996188519354,0.7571218623366502,1.210570274633003,-0.4673579004557429,-1.9374291158315804,0.32808722113200556,0.294529387724501,-1.4503650297885031,-0.6671316335317875,-1.3556968963226723,0.2936022964618149,-1.1262754123710286,-1.919008676476757
Tennessee,58.1,41.3,29.4,24.2,53.1,25.7,20.9,17.2,37.0,26.6,59.7,42.7,70.7,56.5,37.1,49.5,68.3,47.0,16,Tennessee,SEC,3-0,116.15278439657678,94.23002383686496,0.9172402138981088,0.1782371844785701,67.5970909389246,2026,1.250025170317883,-1.5945848941593517,0.8341142229904014,-0.17077486999574476,3.3604326863153005,-0.9195088351348427,-0.7825040705580796,-1.3178845125388925,1.1780778676067447,-1.361636625541427,0.6911178851406246,-1.0796414613671488,-0.3679090505046194,1.567717733462623,-1.2909519352105583
Loyola Marymount,59.2,45.3,28.4,30.5,27.6,26.1,17.9,19.7,41.3,32.4,56.7,43.6,58.5,77.9,47.6,33.2,58.4,53.9,110,Loyola Marymount,WCC,5-0,108.28195720381323,103.20996291125812,0.6345278837256992,0.2818943164131734,69.16816432642625,2026,1.4324625043355605,-0.9248996032053041,0.00754854500443781,0.5115021390721923,-0.5553881349631703,-0.857143188972208,-0.8847098267769735,-0.6969490681001704,0.7435458283203954,-1.2285440191708132,1.3947893225251267,-0.07894050965337734,1.1420625023535453,-1.0460970449355032,-0.677889092854853
Alabama,56.3,50.3,28.8,41.9,27.6,29.8,12.3,14.099999999999998,33.0,34.5,63.6,49.6,72.9,66.2,51.7,30.4,53.1,54.7,18,Alabama,SEC,2-1,120.26462860532791,98.4646102594386,0.9088745210064532,0.6659743873520888,76.56783322750805,2026,0.9514913510162288,-0.08779298951274446,-1.5353740539026937,-1.0167983612399871,-0.5553881349631703,-0.28026096196783973,-0.8438275242894158,0.4266484027889456,1.7429695186789986,-0.3412599767000542,0.03653980385271515,0.28338224872574724,1.7316704420410196,-1.495095902574446,2.2096030415528674
St. Bonaventure,55.00000000000001,52.1,28.9,32.9,44.6,28.9,18.2,17.8,37.7,35.7,54.3,51.1,72.9,70.8,28.5,38.4,49.2,47.5,124,St. Bonaventure,A10,4-0,108.21610726471376,105.40480131859704,0.5751032459565213,0.3836657296619494,67.50779298333492,2026,0.7358835926317029,0.2135653914165777,0.09020511280303437,-0.007028387819439487,2.055159079222477,-0.4205836658337675,-0.8336069486675266,-0.4604022321235145,0.3959201968913152,-0.11943896608236444,0.8056690493660091,0.4904238249423902,-1.6046476557027356,-0.21224202360604016,-1.3257977030186516
North Dakota St.,43.0,52.7,23.9,36.0,38.3,29.9,13.5,23.200000000000003,19.6,37.5,54.3,50.9,78.4,71.2,45.5,34.1,51.2,51.3,225,North Dakota St.,Sum,2-2,102.62888213732222,107.43558025608816,0.3713620062642975,0.3707201683565012,69.38891536314495,2026,-1.2543418693793222,0.3140181850596851,-1.2047477827083084,1.466689951767305,1.0877209939654424,-0.26466955042718143,-1.344635729761996,-0.15486256898700035,0.3959201968913152,-0.14901510083139016,-2.156296768461781,0.8009861892673534,0.8400681917819123,-0.9017759835515579,-0.5917478221157803
Rutgers,51.1,44.2,50.9,27.3,44.0,29.6,15.4,20.4,35.6,30.8,50.0,43.0,65.2,70.2,33.7,37.8,51.9,45.5,96,Rutgers,B10,3-0,109.20634734052396,101.9616605530735,0.6876996280551314,0.1870613392947373,70.74172697950097,2026,0.08906031747811917,-1.1090630582176662,-0.6812561866505313,0.7025397016112145,1.9630221187218069,-0.3114437850491568,1.4149196881481394,-1.0123448494023783,-0.22690905941911832,-1.3172724234178894,0.4620155566898565,-0.35499594460890027,-0.8568522200015488,-0.30845606452867086,-0.0638548915290707
Oklahoma,57.8,51.9,31.4,24.0,36.2,33.1,15.9,14.2,34.1,36.3,63.7,50.6,81.5,71.9,47.7,34.1,48.4,52.5,41,Oklahoma,SEC,2-2,118.66124046244003,102.08420464584655,0.8494711375354453,0.506266356035849,70.97377480333296,2026,1.2002695337676068,0.18008112686887484,-0.5434952403195374,-0.9895072808772692,0.7652416322130986,0.23425561887389437,-0.5780925581202918,-1.3375967488702805,1.7574539199885437,-0.1933793029549277,0.21654877620689045,0.5939446130507104,1.1564431838093376,-0.9017759835515579,0.026694601303418813
BYU,55.1,48.7,29.5,26.1,33.1,27.0,11.3,17.1,32.0,32.3,59.7,48.9,77.3,66.1,39.4,41.6,41.1,50.0,15,BYU,B12,3-1,121.48170904753638,98.5140685572928,0.9175859211602893,0.5450570287240728,70.57129054072915,2026,0.7524688048151271,-0.35566710589436257,-1.8108959465646817,-0.19806595035846167,0.28920066962630386,-0.7168204851062808,-0.7722834949361901,-1.1306182673907064,1.1780778676067447,-0.4447764483216432,-0.1271047164692622,-0.0961939743380978,-0.037153377021402756,0.3008995279813226,-0.13036244517084697
Iowa,63.5,50.0,61.5,35.099999999999994,29.7,26.8,15.8,24.3,39.2,33.3,66.0,50.0,78.0,64.8,34.5,46.8,69.0,41.5,34,Iowa,B10,3-0,118.9410499938221,100.139378603341,0.87854756996765,0.3451648232549502,66.92945470926091,2026,2.1456266282228436,-0.13801938633429756,-0.5710474295857362,1.7668918357571968,-0.23290877321082593,-0.7480033081875979,2.4983007040684146,-0.24356763247824692,2.090595150108078,-0.28210770720200384,1.0511358298489752,0.07634067250910427,-0.7418067683552128,1.1347545493107856,-1.5514763434739716
Loyola MD,51.3,48.3,30.7,27.9,24.6,34.300000000000004,16.6,17.4,27.2,25.6,58.6,53.1,65.2,73.1,40.9,32.5,37.9,39.6,309,Loyola MD,Pat,2-3,101.19243109349743,112.1624245660955,0.2344006981087113,0.2409265517313736,69.81416365217528,2026,0.12223074184496886,-0.4226356349897683,-0.35062991545614564,-0.11619270927031,-1.0160729374665198,0.4213525573617981,-0.6496365874735175,-0.9532081404082146,1.0187494532017498,0.17632238140788858,-0.9125984140147536,-1.2521761082143508,0.17855684481547793,-1.1583467593452392,-0.42580781775073073
Sam Houston St.,48.5,55.50000000000001,24.4,61.9,36.6,46.7,16.6,18.0,34.9,38.2,46.7,54.0,75.8,71.2,31.9,46.6,36.2,54.5,245,Sam Houston St.,CUSA,1-2,103.43535209501688,109.47337411252155,0.3424382224063945,0.5578017743628481,71.0011150122353,2026,-0.34215519929093624,0.7827978887275192,-0.35062991545614564,0.04755377290599529,0.8266662725468783,2.354687588403465,-1.293532851652549,2.3978720359277457,-0.7048943026341021,0.30941498777850224,0.34746439246447186,0.9217604420603953,-1.115704486205806,1.1026832023365762,0.03736327299858662
Brown,49.3,50.2,32.1,38.1,27.6,38.7,20.7,17.8,32.6,31.0,49.6,52.3,68.1,80.2,42.4,35.1,65.3,52.3,256,Brown,Ivy,0-4,100.3266991341056,106.9907129363954,0.3230988123334935,0.3709295261977174,68.56938104897579,2026,-0.2094735018235351,-0.1045351217865947,0.779009844458004,-0.007028387819439487,-0.5553881349631703,1.1073746651507765,-0.5065485287670658,0.05211591249257382,-0.284846664657298,0.05801784241178674,-0.028918004276075555,-0.32048901523946,0.3942670666523586,-0.7414192486805071,-0.9115457641148772
SMU,53.0,49.0,46.6,41.3,36.2,32.300000000000004,15.8,19.5,34.9,36.3,53.3,45.0,80.0,73.0,25.5,42.1,52.5,67.0,61,SMU,ACC,4-0,115.43228751818532,102.13763751272128,0.8033195635045242,0.4478105409857142,71.77159811954256,2026,0.40417934896319774,-0.30544070907280946,-0.5710474295857362,0.4569199783467575,0.7652416322130986,0.10952432654862598,0.9754349364068958,0.36751169379478144,0.25107618379586544,-1.0215110759276365,0.34746439246447186,0.5939446130507104,-2.036068099376497,0.38107789541684794,0.33802049723175115
N.C. State,67.60000000000001,44.3,38.9,50.0,36.2,26.9,12.2,21.7,44.1,24.6,69.2,49.5,76.0,63.9,52.8,41.6,58.3,46.2,35,N.C. State,ACC,3-0,120.20997493684374,101.54033810409126,0.874463549537731,0.2892794392814896,71.44298301509188,2026,2.825620327743278,-1.092320925943816,-1.5629262431688928,1.057323746326542,0.7652416322130986,-0.7324118966469396,0.18845061352141246,1.2249939742101599,2.5540959920135173,-0.3560480440745671,1.8529939794266639,-1.424710755061553,1.8898579380547311,0.3008995279813226,0.20978860712513037
Cal St. Fullerton,42.2,54.7,38.4,44.2,23.0,26.3,15.9,15.9,21.4,39.5,47.7,51.8,69.7,73.8,35.4,40.0,42.1,53.9,346,Cal St. Fullerton,BW,1-3,94.5503149606198,110.21418160439728,0.1464306698012547,0.427361199580717,73.57063517153433,2026,-1.3870235668467232,0.648860830536709,-0.5434952403195374,-0.5255589147110717,-1.2617714988016397,-0.825960365890891,0.13734773541196552,0.6533391205999081,-0.5600502895386523,-0.01592249446077652,-1.8617366318822224,1.1460554829617575,-0.6123806352530846,0.04432875218764121,1.0400391154397715
Gonzaga,54.3,40.2,29.7,39.7,39.3,23.200000000000003,14.499999999999998,21.1,30.4,25.5,58.8,41.8,70.0,66.3,34.2,45.5,57.6,41.6,9,Gonzaga,WCC,4-0,119.21438752241426,95.20268114817736,0.9299893947306485,0.6822177947684953,72.70132511605848,2026,0.6197871073477248,-1.778748349171714,-0.9292258900463211,0.8935772641502376,1.2412825947998922,-1.3092941236513074,-0.7518423436924113,0.20981380314367798,1.047718255820839,-1.4947292319120415,-0.3889359489844262,-1.2694295728990712,-0.7849488127225885,0.9262907939784202,0.7008177284962167
Villanova,54.6,53.8,30.2,26.8,47.1,27.500000000000004,16.6,19.9,37.3,42.5,53.5,47.4,69.6,68.3,45.0,38.8,59.5,52.9,46,Villanova,BE,3-1,116.3451522684418,100.83514628359936,0.8382621327905776,0.5187776422931918,68.79543707196271,2026,0.6695427438980012,0.49818164007204724,-0.35062991545614564,0.5660842997976271,2.4390630813086016,-0.6388634274029872,-0.7007394655829644,-1.0616254402308485,0.2800449864149558,-0.666597458939333,0.7402112412372173,1.6636594235033637,0.768164784502952,-0.14809932965762013,-0.823334386411909
Kansas,58.7,42.1,40.6,26.8,27.4,22.7,17.7,15.9,36.5,25.2,61.8,45.5,71.9,62.5,43.8,44.8,57.7,49.4,17,Kansas,B12,3-1,115.3852564482474,94.0438028810252,0.91308775979947,0.4311846241041058,70.46370632861465,2026,1.3495364434184345,-1.4606478359685415,-0.04755583352795957,-0.5255589147110717,-0.5861004551300607,-1.387251181354601,0.3622003990935324,-1.0616254402308485,1.4822502951071883,-0.9475707390550732,0.6092956249796359,-1.321189966953232,0.5955966070334471,0.8140410795686842,-0.1723438595313819
Oral Roberts,45.2,55.3,36.2,44.4,21.8,35.5,16.7,19.7,25.7,39.1,52.9,53.4,70.6,71.1,53.7,36.9,43.1,54.4,334,Oral Roberts,Sum,1-3,99.49621967480851,113.13056240451525,0.1859016227161933,0.4761480126683892,77.15064270534744,2026,-0.8894672013439674,0.7493136241798152,-0.32307772618994746,0.5115021390721923,-1.4460454198029795,0.6084494958497007,-0.08750492826960063,0.6730513569312956,0.19313857855768576,0.22068658353142612,-1.1580651944977196,1.0770416242228769,2.0192840711568603,-0.45277712591261626,2.4370264311147283
Seattle,62.4,48.9,31.9,36.1,27.500000000000004,34.5,19.7,23.9,43.2,33.7,61.0,47.7,63.0,74.7,38.4,42.6,50.0,46.9,118,Seattle,WCC,3-1,106.40611721387188,102.57357304549792,0.6039262175970159,0.2588300282592202,70.1114248814639,2026,1.9631892942051663,-0.3221828413466609,0.5034879517960161,1.6577275143063264,-0.570744295046615,0.45253538044311464,-0.5269896800108449,-0.1450064508213062,1.366375084630829,-0.6222332568157943,1.7057139111368844,0.14535453124798606,-0.18096019157932322,0.4612562628523733,-0.30981080857241705
Purdue Fort Wayne,45.6,63.8,22.1,26.5,22.0,34.5,15.7,21.9,24.4,43.2,53.3,63.0,74.4,75.0,46.2,44.8,50.0,59.2,223,Purdue Fort Wayne,Horz,2-3,102.95167689394368,107.59093597048036,0.3759247723327519,0.4164669807851167,72.86042816598683,2026,-0.8231263526102668,2.1723948674571663,-0.5985996188519354,1.1119059070519768,-1.4153330996360896,0.45253538044311464,-1.5286060909560049,-1.0911937947279304,0.25107618379586544,1.6403410514846408,-1.3708030709162902,1.7844336762964057,0.9407329619724569,0.8140410795686842,0.7629027773503917
