Team Modified,Market,Bookmaker,Point,Implied Probability,Vegas Line
Baylor,spreads,draftkings,1.0,0.53475935828877,-114.94252873563217
Mississippi St.,spreads,draftkings,-1.0,0.5128205128205129,-105.26315789473685
Baylor,spreads,fanduel,1.5,0.5464480874316939,-120.48192771084337
Mississippi St.,spreads,fanduel,-1.5,0.5050505050505051,-102.04081632653062
Baylor,spreads,betmgm,1.5,0.5405405405405405,-117.6470588235294
Mississippi St.,spreads,betmgm,-1.5,0.5050505050505051,-102.04081632653062
Baylor,spreads,betonlineag,1.0,0.5263157894736842,-111.11111111111113
Mississippi St.,spreads,betonlineag,-1.0,0.5208333333333334,-108.69565217391305
Baylor,spreads,lowvig,1.0,0.5291005291005292,-112.35955056179776
Mississippi St.,spreads,lowvig,-1.0,0.5,1.0
Baylor,spreads,betus,1.0,0.53475935828877,-114.94252873563217
Mississippi St.,spreads,betus,-1.0,0.5128205128205129,-105.26315789473685
Baylor,spreads,bovada,1.0,0.5235602094240838,-109.8901098901099
Mississippi St.,spreads,bovada,-1.0,0.5235602094240838,-109.8901098901099
Baylor,spreads,betrivers,1.0,0.5181347150259068,-107.52688172043011
Mississippi St.,spreads,betrivers,-1.0,0.5319148936170213,-113.63636363636365
Baylor,spreads,mybookieag,1.0,0.5235602094240838,-109.8901098901099
Mississippi St.,spreads,mybookieag,-1.0,0.5235602094240838,-109.8901098901099
Alabama,spreads,draftkings,-21.5,0.5291005291005292,-112.35955056179776
Robert Morris,spreads,draftkings,21.5,0.5181347150259068,-107.52688172043011
Alabama,spreads,betmgm,-21.5,0.5235602094240838,-109.8901098901099
Robert Morris,spreads,betmgm,21.5,0.5235602094240838,-109.8901098901099
Alabama,spreads,fanduel,-21.5,0.5235602094240838,-109.8901098901099
Robert Morris,spreads,fanduel,21.5,0.5235602094240838,-109.8901098901099
Alabama,spreads,lowvig,-21.5,0.5154639175257733,-106.38297872340426
Robert Morris,spreads,lowvig,21.5,0.5154639175257733,-106.38297872340426
Alabama,spreads,betonlineag,-21.5,0.5235602094240838,-109.8901098901099
Robert Morris,spreads,betonlineag,21.5,0.5235602094240838,-109.8901098901099
Alabama,spreads,betus,-21.5,0.5235602094240838,-109.8901098901099
Robert Morris,spreads,betus,21.5,0.5235602094240838,-109.8901098901099
Alabama,spreads,bovada,-21.5,0.53475935828877,-114.94252873563217
Robert Morris,spreads,bovada,21.5,0.5128205128205129,-105.26315789473685
Alabama,spreads,betrivers,-22.0,0.5291005291005292,-112.35955056179776
Robert Morris,spreads,betrivers,22.0,0.5208333333333334,-108.69565217391305
Alabama,spreads,mybookieag,-21.5,0.5235602094240838,-109.8901098901099
Robert Morris,spreads,mybookieag,21.5,0.5235602094240838,-109.8901098901099
Iowa St.,spreads,draftkings,-14.5,0.5128205128205129,-105.26315789473685
Lipscomb,spreads,draftkings,14.5,0.53475935828877,-114.94252873563217
Iowa St.,spreads,betmgm,-14.5,0.5128205128205129,-105.26315789473685
Lipscomb,spreads,betmgm,14.5,0.53475935828877,-114.94252873563217
Iowa St.,spreads,fanduel,-14.5,0.5235602094240838,-109.8901098901099
Lipscomb,spreads,fanduel,14.5,0.5235602094240838,-109.8901098901099
Iowa St.,spreads,lowvig,-14.0,0.5181347150259068,-107.52688172043011
Lipscomb,spreads,lowvig,14.0,0.5128205128205129,-105.26315789473685
Iowa St.,spreads,betonlineag,-14.0,0.53475935828877,-114.94252873563217
Lipscomb,spreads,betonlineag,14.0,0.5128205128205129,-105.26315789473685
Iowa St.,spreads,betus,-14.5,0.5235602094240838,-109.8901098901099
Lipscomb,spreads,betus,14.5,0.5235602094240838,-109.8901098901099
Iowa St.,spreads,bovada,-14.0,0.5235602094240838,-109.8901098901099
Lipscomb,spreads,bovada,14.0,0.5235602094240838,-109.8901098901099
Iowa St.,spreads,betrivers,-14.5,0.5235602094240838,-109.8901098901099
Lipscomb,spreads,betrivers,14.5,0.5235602094240838,-109.8901098901099
Iowa St.,spreads,mybookieag,-14.0,0.5235602094240838,-109.8901098901099
Lipscomb,spreads,mybookieag,14.0,0.5235602094240838,-109.8901098901099
Colorado St.,spreads,draftkings,-1.5,0.5235602094240838,-109.8901098901099
Memphis,spreads,draftkings,1.5,0.5235602094240838,-109.8901098901099
Colorado St.,spreads,fanduel,-1.5,0.5128205128205129,-105.26315789473685
Memphis,spreads,fanduel,1.5,0.53475935828877,-114.94252873563217
Colorado St.,spreads,betmgm,-1.5,0.5235602094240838,-109.8901098901099
Memphis,spreads,betmgm,1.5,0.5235602094240838,-109.8901098901099
Colorado St.,spreads,betrivers,-1.5,0.5181347150259068,-107.52688172043011
Memphis,spreads,betrivers,1.5,0.5319148936170213,-113.63636363636365
Colorado St.,spreads,lowvig,-1.5,0.5102040816326531,-104.16666666666667
Memphis,spreads,lowvig,1.5,0.5181347150259068,-107.52688172043011
Colorado St.,spreads,betonlineag,-1.5,0.5181347150259068,-107.52688172043011
Memphis,spreads,betonlineag,1.5,0.5291005291005292,-112.35955056179776
Colorado St.,spreads,betus,-1.5,0.5128205128205129,-105.26315789473685
Memphis,spreads,betus,1.5,0.53475935828877,-114.94252873563217
Colorado St.,spreads,bovada,-1.5,0.5128205128205129,-105.26315789473685
Memphis,spreads,bovada,1.5,0.53475935828877,-114.94252873563217
Colorado St.,spreads,mybookieag,-1.5,0.5235602094240838,-109.8901098901099
Memphis,spreads,mybookieag,1.5,0.5235602094240838,-109.8901098901099
Duke,spreads,fanduel,-32.5,0.5128205128205129,-105.26315789473685
Mt. St.. Mary's,spreads,fanduel,32.5,0.53475935828877,-114.94252873563217
Duke,spreads,draftkings,-32.5,0.5181347150259068,-107.52688172043011
Mt. St.. Mary's,spreads,draftkings,32.5,0.5291005291005292,-112.35955056179776
Duke,spreads,betrivers,-32.5,0.5181347150259068,-107.52688172043011
Mt. St.. Mary's,spreads,betrivers,32.5,0.5319148936170213,-113.63636363636365
