Team,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D,3P rate,3P rate D,arate,arateD,rank,team,conf,record,adjoe,adjde,barthag,sos,adjt,Year,EFG Z,EFGD Z,TOR Z,TORD Z,ORB Z,DRB Z,FTR Z,FTRD Z,2P Z,2PD Z,3P Z,3PD Z,3PR Z,3PRD Z,Adj T Z
New Mexico St.,55.3,47.8,37.2,33.0,31.3,27.1,10.9,12.5,35.4,27.6,56.9,54.4,76.2,78.9,42.5,50.4,57.4,40.4,114,New Mexico St.,CUSA,4-0,111.27996655229455,106.46783282593644,0.6244249872958311,0.2298927266752083,67.92013087171412,2026,0.8395081635883656,-0.6129412045277379,-2.1649321413271188,-1.6549062644958168,0.01373058371345894,-0.77426561435992,0.051039743141463256,-0.4770831969086139,0.8068408164733576,0.39413778702671376,0.4907691611337249,-1.1832251543386954,0.4198988086047666,1.808194500954013,-0.8454573744300798
Incarnate Word,49.6,57.8,33.900000000000006,49.5,27.0,36.2,12.7,14.2,33.7,31.8,49.0,64.6,67.9,80.6,36.0,40.4,39.4,58.0,181,Incarnate Word,Slnd,3-3,110.4550911463685,113.21238709630283,0.4295835456033853,0.4384761235538465,68.36294354300807,2026,-0.22828955869909343,1.2925484441616741,-1.5984578027027545,-1.1241970096921299,-0.7559176712249347,0.8962269079502294,-0.3286845966602208,1.4441695970613782,-0.4425687180848978,2.0540642362353734,0.14799308674890269,-0.2831685068910595,-0.5558209988534196,0.09810745932004238,-0.670050829188225
Villanova,55.400000000000006,52.400000000000006,28.2,26.5,47.0,29.9,17.5,21.1,36.4,40.0,56.1,48.0,68.5,67.1,45.3,36.4,59.7,51.6,42,Villanova,BE,4-1,117.0007455856956,100.7653183870012,0.8478632865173836,0.5020786115060591,67.0737161041567,2026,0.8582414569618314,0.2635840338693932,-0.08785956637111518,1.0298582009816597,2.823841654069919,-0.2602679151875669,-0.9845720926813128,-1.2339403581695199,0.6803183319611296,-0.6473846909081317,0.6924021460659737,1.474084947649563,0.8402088795098309,-0.585927357333546,-1.1807384082476027
Houston,52.2,39.4,16.6,36.2,37.8,29.5,14.6,23.4,30.6,24.7,56.5,40.6,79.6,66.0,41.2,32.7,57.7,42.4,2,Houston,B12,5-0,118.39967630016392,90.53949403560006,0.9562788714185542,0.4138977231112194,65.46671101905335,2026,0.2587760690109762,-2.213552509426844,-1.0005126674881473,1.7478766045395886,1.1771523644342858,-0.33369615792647433,-2.3193606810751124,-0.10447659444170601,0.7435795742172436,-1.8516450560202968,-0.47706916654106907,-1.804692839481111,0.22475484711312974,-1.2186595627381143,-1.8173037742304414
Gonzaga,58.4,38.6,29.3,36.5,38.6,22.6,13.7,22.6,34.0,23.6,61.7,41.1,72.0,66.3,31.1,44.6,51.9,44.2,7,Gonzaga,WCC,5-0,120.1664768218161,95.3052799243635,0.9349671016370332,0.5697334222157764,72.74217708962402,2026,1.4202402581657563,-2.365991681321996,-1.2837498368003297,1.498131072867266,1.3203427374460808,-1.6003333451726311,-0.8579973127474179,-0.06954472546043376,1.5659757235467286,-1.7702761124316369,0.20848298222857678,-2.040421961431682,-1.291363622937283,0.8163440168063105,1.0646471074686596
Iowa,65.9,50.0,58.4,35.4,34.4,27.700000000000003,15.1,23.200000000000003,40.0,32.3,70.0,51.0,77.2,65.6,41.2,39.0,68.7,39.6,26,Iowa,B10,5-0,121.53818866213835,101.1627141016483,0.8918935242124304,0.3172707796247348,65.70053623690072,2026,2.825237261175573,-0.19373348181606673,-0.8431586845369348,1.6854402216215092,0.5685932791341609,-0.6641232502515583,2.49048095641289,-0.1976282450584334,2.878646500361098,-0.15917102937617278,1.41828089182207,-0.17601890600443693,0.22475484711312974,-0.14130472650871329,-1.7246811454940463
East Carolina,45.0,57.49999999999999,45.6,47.3,29.7,24.8,15.8,15.8,22.4,41.5,50.3,53.3,65.5,72.9,31.5,46.9,43.0,59.3,208,East Carolina,Amer,2-3,104.91179869517624,108.49749005230905,0.404564683105221,0.394758997184756,70.203850558593,2026,-1.0900210538784472,1.235383754700991,-0.6228631084052372,-0.6247059463474828,-0.2726501623101296,-1.1964780101086392,1.0176107899093871,1.188002557865379,-0.23696968075252708,0.21512611113166194,-2.1304596429855103,1.7955337503094329,-1.2313193270937024,1.2096640363821234,0.05916755286862518
Little Rock,48.7,59.8,26.6,36.0,35.3,34.2,26.0,18.2,42.2,42.6,44.3,56.9,63.0,68.7,23.4,41.8,49.2,59.3,223,Little Rock,OVC,2-4,105.06696107914206,109.53285028821998,0.3825576583715908,0.4874318221302067,67.23624502223672,2026,-0.39688919906027104,1.6736463738995564,2.5871581437994955,0.12453064866948692,0.729682448772429,0.5290856942556912,-1.1686808634942505,-0.12776450709588807,-1.1858883145942403,0.8009825049700129,1.861873458673018,2.0312628722600046,-2.4472163179262116,0.337519645148798,-1.1163576037439598
Kansas,56.10000000000001,44.1,36.9,30.3,26.1,25.3,16.6,15.1,33.3,25.6,60.5,48.8,71.8,63.3,41.9,44.8,57.7,52.6,20,Kansas,B12,3-2,116.34550858354498,95.1504122347134,0.9099243541408352,0.5396226893502701,69.42533843781004,2026,0.9893745105760813,-1.3179723745428196,-0.37109673568329704,-0.843233286560766,-0.9170068408632029,-1.1046927066850045,0.01651934861403691,-0.7914700177400671,1.3761919967783856,-0.5171943811662765,0.067339892776002,-1.6118235578851885,0.3298323648393953,0.8505457576389892,-0.24921594739665914
North Carolina A&T,50.9,51.4,47.7,36.7,28.6,23.9,19.9,18.6,30.0,36.8,53.3,49.1,74.4,62.1,29.1,37.8,56.2,61.3,323,North Carolina A&T,CAA,3-1,100.05530406169862,112.86083697870968,0.2002114646208113,0.2531224741136675,71.77542244736321,2026,0.015243255155940716,0.07303506900045066,0.6674395517947039,0.24940341450564926,-0.4695369252013462,-1.3616915562711818,1.2592535516013683,-0.046256812806251706,0.23748963616832947,-0.4683730150130799,-0.5980489575004186,0.788327501975173,-1.5915851021551863,-0.3465151715047903,0.6816971539364455
Vanderbilt,62.5,47.5,30.1,43.7,38.5,23.200000000000003,10.2,19.1,39.1,35.1,66.1,44.1,75.2,76.6,48.4,40.1,57.3,40.0,13,Vanderbilt,SEC,5-0,124.54830123018968,100.29001744793482,0.923523698452482,0.3518909819003167,71.76914549396798,2026,2.1883052864777888,-0.6701058939884197,-2.3852277174588163,0.4054943718008514,1.3024439408196062,-1.4901909810642695,-0.7659429273409488,0.7688201300901086,2.261849388363984,-1.282062450899678,1.2368112053830462,0.4240188589606546,1.3055521722975816,0.04680484807102373,0.6792107329709298
Tennessee,56.6,40.2,36.1,31.4,49.7,27.9,20.1,19.3,35.0,25.5,58.9,42.0,77.4,65.6,36.7,48.7,70.0,48.1,14,Tennessee,SEC,5-0,116.9059588407433,94.3900227826877,0.9213075242896992,0.2496867165715276,67.97987365406598,2026,1.083040977443401,-2.06111333753169,0.7303811449751898,0.467930754718932,3.307109162984725,-0.6274091288821052,-0.0755350367924317,-0.6633864981420678,1.1231470277539286,-1.6238120139720496,0.4101159671608256,-1.6332534780625136,-0.450743481127153,1.5174797038762389,-0.8217921188156585
Northwestern,58.4,43.9,39.6,30.7,30.0,36.4,12.9,18.3,41.9,28.2,56.4,45.1,71.1,74.8,30.8,41.2,62.7,58.7,53,Northwestern,B10,5-1,114.70733876677537,100.6796346705766,0.8175842184307215,0.4934996153974426,67.8648042482953,2026,1.4202402581657563,-1.3560821675166084,-1.5355162095222692,0.1557488401285278,-0.21895377243070668,0.9329410293196825,0.32720289936086994,-0.7448941924317038,0.7277642636532148,-1.1193245637223583,1.8013835631933424,-1.0546456332747478,-1.3363968448199686,0.23491442265076076,-0.8673733052579724
Texas,51.9,41.5,47.6,28.6,38.7,24.6,12.9,15.0,30.4,28.3,55.6,41.0,65.5,73.3,37.0,35.2,47.9,43.6,36,Texas,SEC,4-1,116.5427558645481,99.2294475078647,0.8640647419205545,0.3073559974933235,70.11271669171214,2026,0.2025761888905828,-1.813399683202067,-1.5355162095222692,-0.8744514780198064,1.3382415340725553,-1.233192131478093,1.2477467534255595,-0.9894172753006116,0.6012417791409869,-1.786549901149369,-0.5173957635275194,-1.0332157130974227,-0.40571025924446796,-0.7911378023296217,0.023067689923437766
Evansville,45.4,58.2,43.0,38.1,31.4,37.9,18.9,18.9,24.0,37.3,51.2,60.0,71.8,76.6,38.2,44.8,51.4,56.4,240,Evansville,MVC,3-4,103.26102522818488,109.5538003212752,0.3361963354651259,0.4497298870533818,68.58416934083422,2026,-1.0150878803845906,1.3687680301092515,0.3527315858922791,0.34305798888276967,0.03162938033993283,1.2082969395905863,0.7184340373383629,0.11675857577302019,-0.0946318856762692,1.305469955219704,-1.8078468670939118,0.8954771028617964,-0.22557737171372544,0.8505457576389892,-0.5824190710416776
Lamar,46.6,48.4,17.7,50.9,33.6,31.8,14.8,20.6,33.3,33.9,45.2,47.1,63.9,62.2,28.1,36.6,44.7,51.5,156,Lamar,Slnd,3-1,103.66178050021352,104.72542606059268,0.4706843785366085,0.3782640622850475,67.84838157979121,2026,-0.7902883599030196,-0.4986118256063729,-0.937571074307662,0.8737672436864578,0.42540290612236725,0.08851623782224481,-2.192785901141218,1.6071849856406502,-1.0435505195179824,-0.7938487893677191,0.067339892776002,0.16685981683275802,-1.7416958417641382,-0.551725616500866,-0.8738786374959532
Duke,61.3,38.7,43.6,25.0,38.6,25.5,14.099999999999998,20.5,37.3,24.9,66.4,39.8,73.0,67.0,48.1,45.5,65.8,57.1,1,Duke,ACC,7-0,122.42310018291744,93.48097014894036,0.9569685672170724,0.3886959033959188,69.75773944750412,2026,1.9635057659962178,-2.3469367848351017,-1.1578666504393602,0.8425490522274168,1.3203427374460808,-1.067978585315551,0.7874748263932146,-1.4085997030758828,2.309295320056071,-1.9818353657621532,0.8738718325049974,-1.7618329991264619,1.2605189504148964,0.9702518505533677,-0.11754556728994693
SMU,56.6,46.400000000000006,40.6,36.0,34.300000000000004,34.4,14.6,23.4,37.2,29.9,56.9,47.4,77.7,70.1,29.2,42.2,60.1,59.1,49,SMU,ACC,6-0,116.41087287170086,101.56650314873598,0.8276038769953329,0.3996498713860852,71.84428728856508,2026,1.083040977443401,-0.879709755344254,-1.0005126674881473,1.7478766045395886,0.5506944825076876,0.5657998156251441,0.4422708811189561,-0.12776450709588807,0.8068408164733576,-0.7450274232145238,0.8537085340117737,-0.6903369902602285,-1.5765740281942915,0.4059231268141578,0.7089758310541352
Rhode Island,54.0,48.6,39.1,37.2,38.9,37.4,17.8,24.5,31.5,32.2,58.0,48.7,81.4,68.0,37.4,43.7,45.3,60.9,134,Rhode Island,A10,4-1,108.26478208546868,106.22331954670396,0.5545116782677635,0.354111905203391,70.82425051534518,2026,0.5959753497333314,-0.46050203263258416,0.006552823399612483,2.0912767105890335,1.374039127325503,1.1165116361669516,0.26966890848182684,0.0119629688292026,0.9808092326776718,-0.5334681698840075,-0.29559948010204534,-0.19744882618176038,-0.34566596340088745,0.6624361830592534,0.30491980915366984
Sam Houston St.,48.1,53.3,35.3,52.8,35.7,43.7,18.1,19.0,31.7,33.3,48.4,55.9,81.8,64.2,33.7,43.3,38.8,56.6,232,Sam Houston St.,CUSA,3-2,104.43658207335125,109.8706298519016,0.3581687925015357,0.4056272876350923,70.27389903199784,2026,-0.5092889593010566,0.43507810225143867,0.10096521317034014,0.37427618034181054,0.8012776352783272,2.273006459304748,-0.16758942219890116,1.8284201558553763,-0.5374605814690693,0.6382446177926933,-0.25527288311559576,0.03828029576880973,-0.9010756999540082,0.5940327013938936,0.08691508927833266
Arkansas,56.7,45.1,41.3,24.7,29.9,28.5,12.4,16.3,35.9,30.2,58.4,44.9,79.9,65.3,38.1,42.7,57.0,58.2,23,Arkansas,SEC,5-1,118.93909658110856,98.57848676125812,0.8965274874742241,0.4020165541895169,72.14266619358665,2026,1.1017742708168654,-1.1274234096738782,-1.6928701924734815,-0.46861498905228066,-0.23685256905718122,-0.5172667647737434,0.522818468349616,-1.4435315720571555,1.044070474933786,-1.1518721411578228,0.5915856535998493,-0.6260472297282544,-0.24058844567462082,0.49142747889585636,0.827169406567554
Iowa St.,61.1,49.3,35.5,26.200000000000003,35.8,25.2,12.7,28.4,35.6,33.3,65.8,48.8,66.7,67.9,38.5,43.5,52.1,52.2,16,Iowa St.,B12,4-0,117.5072888965511,95.09174860575342,0.9193886064025274,0.3064552747958947,71.22408537551914,2026,1.9260391792492904,-0.3271177572243261,-1.5984578027027545,3.30878617749161,0.8191764319048004,-1.1230497673697317,-0.1445758258472836,-1.2688722271507922,2.2144034566718984,-0.5171943811662765,0.5310957581201752,0.03828029576880973,-0.18054414983104033,0.6282344422265735,0.4633020236585858
Drake,47.4,45.8,30.9,18.1,29.6,33.900000000000006,14.3,15.7,31.1,31.7,47.9,44.7,69.7,66.7,43.1,39.2,47.0,47.6,144,Drake,MVC,4-2,104.14969466649976,103.5418606676019,0.5168217547434639,0.2415486617366087,67.72630722554905,2026,-0.6404220129153065,-0.9940391342656203,-1.0949250572588742,-0.6559241378065236,-0.2905489589366035,0.4740145122015109,-0.6738885419344802,-2.2120326896451523,-0.6165371342892121,-1.184419718593286,-0.3762526740749446,-0.30459842706838447,0.5099652523701378,-0.1071029856760334,-0.9222346176391528
Alabama A&M,44.7,56.00000000000001,32.7,33.5,24.5,32.300000000000004,18.3,20.7,35.8,30.4,40.7,63.3,71.4,71.4,31.0,41.3,46.3,57.8,294,Alabama A&M,SWAC,3-1,102.23759351327342,111.70810546583776,0.2652645493035446,0.3457036570286204,69.8183389299047,2026,-1.1462209339988394,0.9495603073975818,0.16390680635082489,0.9049854351454975,-1.2033875868867914,0.18030154124588002,-0.4667661747699246,-0.4188634152731596,-1.7552394948992671,1.8425049829048583,0.5714223551066241,-0.5831873893736053,-1.3063746968981782,0.25201529306709947,-0.09354095644566174
BYU,55.8,47.7,32.6,29.4,32.4,26.700000000000003,11.2,16.900000000000002,34.3,30.5,58.9,49.1,76.9,65.9,42.0,42.8,44.5,47.2,12,BYU,B12,4-1,123.1382095740674,98.8436955635086,0.9260355130647444,0.6083236225484161,70.52795909832302,2026,0.9331746304556866,-0.631996101014631,-2.070519751556392,-0.2813058402980377,0.21061734660467551,-0.8476938570988274,-0.47827297294573334,-0.896265624683885,1.1231470277539286,-0.4683730150130799,0.26897287770825085,-0.5617574691962803,0.3448434388002907,0.5085283493121951,0.18755312745324723
USC,53.3,42.6,55.400000000000006,33.1,34.0,36.5,12.8,19.4,34.0,27.7,54.4,43.3,70.6,76.0,34.1,41.0,69.5,52.3,24,USC,B10,4-0,118.4193673151848,98.50809896836158,0.8925517769862531,0.4627379674773662,72.64595137947471,2026,0.4648422961190814,-1.6037958218462314,-1.5669870061125115,0.49914894617797173,0.49699809262826405,0.9512980900044097,2.1452770111386323,-0.46543924058152286,0.41145805237264377,-1.4122527606415345,0.20848298222857678,-1.161795234161371,-0.8410314041104278,0.20071268181808086,1.026530268283788
Providence,54.7,49.1,36.3,29.0,31.4,29.1,13.8,15.0,30.6,36.1,61.2,46.0,78.9,77.3,42.7,38.5,50.8,52.0,71,Providence,BE,4-2,116.48375052318583,104.55398329681591,0.7760084305149023,0.4606458396734572,73.223995457656,2026,0.7271084033475814,-0.36522755019811354,-1.2522790402100867,-0.8744514780198064,0.03162938033993283,-0.40712440066538175,-0.052521440440814963,-0.9428414499922484,1.486899170726586,-0.9728604652627709,-0.47706916654106907,0.6383180607339013,0.44992095652655734,-0.22680907859041183,1.2555045531772437
UAB,50.1,48.5,37.3,40.5,35.099999999999994,24.9,14.4,18.4,25.6,28.0,56.4,52.8,68.0,73.1,34.9,40.1,54.2,59.5,117,UAB,Amer,4-2,108.53609274624614,104.16120844749209,0.6161277181830163,0.3635374208391777,73.4876581437646,2026,-0.1346230918317724,-0.47955692911947856,-1.063454260668632,0.18696703158756756,0.69388485551948,-1.1781209494239127,0.06254654131727122,0.3962135276232007,0.7277642636532148,0.1337571675430021,-1.4852340912023134,-1.097505473629397,-0.7209428124232667,0.04680484807102373,1.359946372207298
Cornell,56.8,52.400000000000006,38.3,39.1,26.6,25.9,18.1,14.4,37.7,33.9,57.0,53.4,71.1,65.9,52.8,37.6,64.2,49.3,170,Cornell,Ivy,3-2,109.22593265566222,111.42871009100196,0.4428471934803614,0.4348314827375236,73.96334597264784,2026,1.1205075641903286,0.2635840338693932,0.10096521317034014,-1.0617606267740487,-0.8275128577308316,-0.9945503425766435,0.1776145230753574,0.2331981390439288,0.8226561270373863,0.23139989984939413,0.954525026477898,0.16685981683275802,1.966039426576969,-0.38071691233746896,1.5483753944260832
Marist,49.3,41.2,25.0,49.3,29.1,29.2,20.4,21.5,28.7,24.5,52.7,45.0,73.7,73.3,35.1,45.9,60.4,53.4,173,Marist,MAAC,3-2,100.7763332434777,103.00126355816856,0.4375444657145141,0.3244460801679104,66.4548567343505,2026,-0.28448943881948685,-1.8705643726627488,0.8247935347459163,1.154730966817821,-0.3800429420689748,-0.3887673399806552,-1.3527896343071886,1.420881684407196,0.14259777278415905,-1.1355983524400906,-0.8601718379123423,-1.8475526798357602,-0.690920664501476,1.0386553322187262,-1.4258804086584214
Connecticut,57.8,43.3,39.3,43.8,33.300000000000004,25.5,13.900000000000002,21.9,35.0,26.9,61.2,45.0,70.3,74.8,39.0,35.1,63.1,32.8,8,Connecticut,BE,5-1,122.246034936421,97.0895976500856,0.9339873637318358,0.4477182117934574,67.67884472492162,2026,1.3078404979249707,-1.4704115464379732,-1.2208082436198437,1.2796037326539822,0.37170651624294493,-1.067978585315551,0.2926825048334436,0.7804640864171988,1.486899170726586,-1.1355983524400906,0.4101159671608256,-1.3332345955799685,-0.10548878002656448,-0.8082386727459616,-0.9410354194302804
North Dakota St.,46.3,53.900000000000006,25.0,31.3,36.0,31.5,14.000000000000002,22.5,26.5,34.3,52.0,55.0,80.0,72.2,47.1,30.4,54.5,49.1,215,North Dakota St.,Sum,4-2,104.21306893630508,108.06289717118769,0.3971934716339255,0.3262739517866072,69.31718601357915,2026,-0.846488240023413,0.549407481172805,-1.1893374470296014,1.4669128814082253,0.8549740251577495,0.03344505576806393,-1.3527896343071886,-0.6750304544691584,0.03189059883595875,0.4917805193331058,-1.3037644047632897,0.2525794975420564,1.1104082108059448,-1.6119795823139285,-0.2920571855175969
Colgate,53.5,48.4,24.6,39.1,20.200000000000003,35.7,15.2,14.7,32.5,30.9,55.7,50.0,81.8,73.8,31.8,43.3,44.5,61.0,203,Colgate,Pat,2-4,107.0937606048787,110.65779491778906,0.4069750444156678,0.5947428252883765,68.51077905068173,2026,0.5023088828660104,-0.4986118256063729,-0.8116878879466924,-0.9681060523969278,-1.9730358418251845,0.8044416045265949,-1.3988168270104229,0.2331981390439288,0.6170570897050156,-0.3219089165534924,-0.09396649516979651,-0.4760377884869819,-1.1862861052110167,0.5940327013938936,-0.6114903648064394
Campbell,48.2,51.9,56.2,37.0,32.7,32.800000000000004,20.7,16.900000000000002,28.3,35.0,51.1,51.7,74.5,74.8,33.8,32.2,39.0,52.8,183,Campbell,CAA,3-3,106.76585231954974,109.44129529766056,0.4293198426990066,0.4719897708543901,73.87520353239805,2026,-0.4905556659275921,0.16830955143492127,0.919205924516644,-0.2813058402980377,0.2643137364840991,0.2720868446695146,2.237331396545101,-0.011324943824979453,-0.11044719624029799,-0.04525450835204857,-0.9408250318852416,0.40258893878332963,-0.8860646259931139,-1.304163914819813,1.5134604926274844
Boise St.,51.8,47.3,48.9,34.1,33.300000000000004,23.8,16.900000000000002,18.7,39.3,28.0,47.0,50.0,75.0,63.2,40.3,33.6,58.8,37.9,50,Boise St.,MWC,4-1,113.9553622978925,99.52267679962031,0.8259720192459712,0.3576340789010885,68.29361715260391,2026,0.1838428955171183,-0.7082156869622085,-0.2766843459125694,0.28062160596468905,0.37170651624294493,-1.3800486169559083,1.3973351297110712,-0.34899967731061426,-0.7588749293654689,-0.3219089165534924,1.277137802369495,-1.097505473629397,0.08965518146507234,-1.0647517289910573,-0.69751233474846
Illinois Chicago,51.3,47.2,51.8,38.7,37.9,38.5,21.2,20.4,27.7,25.3,58.0,56.1,80.3,72.0,40.9,49.2,51.2,63.2,151,Illinois Chicago,MVC,4-2,106.28441695029572,107.10441893453608,0.4779183966254469,0.3368347700913164,70.47816913520494,2026,0.09017642864979727,-0.7272705834491016,1.0765599074678565,0.811330860768376,1.1950511610607604,1.318439303698948,1.731032276809521,0.1866223137355655,0.9808092326776718,0.6707921952281576,-1.061804822844591,-1.6761133184171628,0.17972162523044358,1.6029840559579374,0.16783037337590168
James Madison,55.900000000000006,50.2,30.0,50.3,25.4,35.0,18.3,15.2,40.6,34.7,51.9,49.2,72.4,76.6,44.1,33.0,52.2,46.1,153,James Madison,SB,3-3,109.806353517768,110.6661304843855,0.4775916211845717,0.3672896698969079,68.56417790073485,2026,0.9519079238291523,-0.15562368884227795,0.16390680635082489,-0.8120150951017258,-1.0422984172485232,0.6759421797335059,-0.7774497255167576,1.5373212476781049,0.01607528827192998,-0.45209922629534766,1.5392606827814195,0.33829917825135625,0.6600759919790895,-1.1673569514890958,-0.5903380617787629
Rutgers,49.3,44.7,45.1,24.9,37.9,29.1,15.6,16.8,34.4,34.7,48.2,39.9,69.0,72.0,32.5,39.2,50.4,50.9,119,Rutgers,B10,4-1,108.4515119115243,104.25545356292164,0.6115372477444745,0.1912656636163381,69.18110323446281,2026,-0.28448943881948685,-1.2036429956214545,-0.6858047015857224,-0.31252403175707855,1.1950511610607604,-0.40712440066538175,0.9600767990303439,-1.420243659402974,-0.5690912025971258,-1.965561577044421,0.289136176201476,0.33829917825135625,-1.0812085874847508,-0.1071029856760334,-0.3459621699480481
