Team Modified,Market,Bookmaker,Point,Implied Probability,Vegas Line
Bethune-Cookman,spreads,fanduel,-1.5,0.5405405405405405,-117.6470588235294
St.ony Brook,spreads,fanduel,1.5,0.5291005291005292,-112.35955056179776
Bethune-Cookman,spreads,draftkings,-1.5,0.53475935828877,-114.94252873563217
St.ony Brook,spreads,draftkings,1.5,0.53475935828877,-114.94252873563217
Bethune-Cookman,spreads,lowvig,-4.5,0.49751243781094534,1.0099999999999998
St.ony Brook,spreads,lowvig,4.5,0.5319148936170213,-113.63636363636365
Bethune-Cookman,spreads,betonlineag,-4.5,0.5076142131979695,-103.09278350515464
St.ony Brook,spreads,betonlineag,4.5,0.5405405405405405,-117.6470588235294
Bethune-Cookman,spreads,betrivers,1.5,0.5813953488372093,-138.88888888888889
St.ony Brook,spreads,betrivers,-1.5,0.5181347150259068,-107.52688172043011
Bethune-Cookman,spreads,betmgm,-2.5,0.53475935828877,-114.94252873563217
St.ony Brook,spreads,betmgm,2.5,0.53475935828877,-114.94252873563217
Bethune-Cookman,spreads,betus,-4.0,0.5235602094240838,-109.8901098901099
St.ony Brook,spreads,betus,4.0,0.5235602094240838,-109.8901098901099
Bethune-Cookman,spreads,bovada,-2.5,0.5128205128205129,-105.26315789473685
St.ony Brook,spreads,bovada,2.5,0.53475935828877,-114.94252873563217
Liberty,spreads,fanduel,-6.5,0.5235602094240838,-109.8901098901099
Towson,spreads,fanduel,6.5,0.5235602094240838,-109.8901098901099
Liberty,spreads,draftkings,-6.5,0.5181347150259068,-107.52688172043011
Towson,spreads,draftkings,6.5,0.5291005291005292,-112.35955056179776
Liberty,spreads,betonlineag,-6.0,0.53475935828877,-114.94252873563217
Towson,spreads,betonlineag,6.0,0.5128205128205129,-105.26315789473685
Liberty,spreads,lowvig,-6.0,0.5263157894736842,-111.11111111111113
Towson,spreads,lowvig,6.0,0.5025125628140703,-101.01010101010101
Liberty,spreads,bovada,-6.5,0.53475935828877,-114.94252873563217
Towson,spreads,bovada,6.5,0.5128205128205129,-105.26315789473685
Liberty,spreads,betrivers,-6.5,0.53475935828877,-114.94252873563217
Towson,spreads,betrivers,6.5,0.5181347150259068,-107.52688172043011
Liberty,spreads,betmgm,-6.5,0.5235602094240838,-109.8901098901099
Towson,spreads,betmgm,6.5,0.5235602094240838,-109.8901098901099
