Team,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D,3P rate,3P rate D,arate,arateD,rank,team,conf,record,adjoe,adjde,barthag,sos,adjt,Year,EFG Z,EFGD Z,TOR Z,TORD Z,ORB Z,DRB Z,FTR Z,FTRD Z,2P Z,2PD Z,3P Z,3PD Z,3PR Z,3PRD Z,Adj T Z
Ohio St.,61.1,46.1,45.4,26.4,32.7,24.9,16.7,16.5,37.5,25.7,65.4,51.0,79.8,64.0,46.9,39.6,55.1,42.9,25,Ohio St.,B10,6-1,119.9277022786014,99.83973800459344,0.8916988023082132,0.3621542012916349,69.39108333156335,2026,2.080315597810359,-1.090284602990335,-0.3762692828879421,-0.41001580565165835,0.3341389201519183,-1.3257148204927736,1.2574750176725589,-1.3082027807339205,2.4278061535951023,-0.17948933469426392,1.0254551209432519,-1.8383901099507447,1.1161433876862392,-0.06581559782281554,0.14013556248395434
Vanderbilt,61.2,46.7,37.9,46.7,34.7,24.0,13.2,19.5,40.2,32.8,61.9,44.9,74.6,77.4,45.0,41.6,59.0,43.6,6,Vanderbilt,SEC,8-0,125.88047501590556,98.9384722554216,0.9410107219167978,0.5086108269580769,71.77082934314419,2026,2.1005257384294747,-0.9587296013072034,-1.643895888608792,0.6710516327990168,0.7274971070748346,-1.513680342756089,0.2374323884377738,1.2981775644793052,1.8080718369228912,-1.3219507517805493,1.647315942855489,-0.09906406492232057,0.8178599813816508,0.3121968837716431,1.0579657498732715
Incarnate Word,50.3,56.89999999999999,36.3,45.2,29.1,34.8,15.0,15.3,34.6,30.1,49.5,64.1,68.6,81.1,37.0,38.1,42.5,50.7,164,Incarnate Word,Slnd,5-3,111.03878142367444,112.35942737919228,0.4660600454010942,0.4194063391127144,67.43932961974888,2026,-0.10237958905409475,1.2777054273060264,-0.991973634238069,-0.8424427810319282,-0.3739058163093314,0.7419059244036983,0.019823294201019477,1.1055878837985251,-0.3875583135729376,2.2739933806877572,0.35753053444492405,-0.7604979130317204,-0.43807015042714287,-0.3493249590186595,-0.612624801998172
Coastal Carolina,45.5,44.1,31.8,43.3,23.5,21.9,15.7,13.3,31.4,30.2,44.3,43.4,70.1,69.4,43.8,35.8,42.9,40.4,242,Coastal Carolina,SB,5-3,100.92167249000524,107.09967857944184,0.3355305877601752,0.3269389179110686,70.2259880100381,2026,-1.072466338771629,-1.5288012752674394,-0.7384483130938992,-1.5631544066657115,-1.4753087396934974,-1.9522665613704924,-0.592202283339851,0.8616409549362029,-1.3083064412002212,-1.6028838871296358,-0.3794896989325422,-0.7360003631017432,0.6294704616103314,-0.7840393128522878,0.46214501801725605
Houston,50.0,42.5,22.5,40.8,38.5,30.3,14.3,20.4,32.5,24.8,50.8,45.6,76.5,65.3,41.5,38.0,58.8,47.5,3,Houston,B12,7-1,118.78311088503182,90.91110692978398,0.9558621526314424,0.576342671564637,64.28089770693187,2026,-0.1630100109114401,-1.8796146130891234,-1.2454989553822386,0.9953718643342189,1.474877662228375,-0.1979216869128792,-1.8570551435909846,0.5406581538015691,-0.1573712816661173,-1.190848621950975,-0.12613899370903806,-2.058868059320545,0.2683905487153036,-0.3682255830983827,-1.8307817566857563
Mississippi Valley St.,45.4,55.50000000000001,30.3,55.00000000000001,26.3,39.4,23.8,13.4,29.0,35.5,46.2,57.6,79.2,73.3,30.1,47.7,46.7,63.5,365,Mississippi Valley St.,SWAC,1-7,91.90474904296047,119.46560392279102,0.0467006175680836,0.5000518322667903,69.30202045135711,2026,-1.0926764793907444,0.9707437567120568,2.195201831574354,-1.5271188253840224,-0.9246072780014144,1.7026185937495342,-0.796210809186808,2.3638404642462896,-0.9718792407210206,1.056616460841717,-0.932254873965641,0.5623697831870811,-1.5213098891122272,1.4651349526347421,0.105785426111701
Little Rock,50.2,60.7,25.8,37.0,34.7,34.300000000000004,25.9,19.1,37.9,42.0,47.7,59.2,60.7,67.2,26.7,40.7,53.1,57.7,224,Little Rock,OVC,2-5,104.67726343186,109.94011734659288,0.3625947569244913,0.487496858000149,66.00924247694998,2026,-0.1225897296732089,2.1108871046325275,2.955777795006863,0.5269093076722606,0.7274971070748346,0.6374806342574133,-1.408236386727679,0.052764296076926405,-0.7062788192900735,1.3562784718807428,1.1175826501154347,2.154710528635639,-2.055080195130965,0.14209126705413697,-1.1641866677899908
Villanova,55.8,52.1,30.0,30.2,45.8,27.700000000000003,16.3,19.8,36.4,41.2,56.8,46.9,69.2,69.0,45.6,35.0,57.3,48.8,44,Villanova,BE,6-1,117.6030572982691,101.77562419950758,0.8405412361528326,0.4518870134898604,65.05162316518008,2026,1.009178144997247,0.22526541384097812,-0.5211408949703245,0.7791583766440846,2.910635044497019,-0.7409331956735684,-0.8370125143561995,-0.8203089230092772,0.9050304040576709,-0.9473732379817673,0.7721044157197477,1.958730129195817,0.9120547412673106,-0.9352443054900706,-1.5335252056390516
Missouri,62.6,46.6,42.8,31.5,42.7,26.6,19.2,19.4,39.1,33.2,64.9,43.7,69.8,69.8,36.3,47.8,50.4,50.8,31,Missouri,SEC,8-0,120.25608368095791,101.47393386296024,0.8757677082508533,0.2455382685670597,69.54101862015942,2026,2.3834677070970884,-0.980655434921059,0.5291782926269507,0.6350160515173271,2.3009298547665,-0.9706688339953989,0.9038602395378331,-0.6533978664192676,2.3392726797847865,-1.5466972600598177,1.393965237631985,-0.0010738652024079366,-0.5479640369604127,1.4840355767144642,0.19796321861141872
Arkansas,55.50000000000001,46.5,37.8,26.200000000000003,29.7,29.6,13.1,16.400000000000002,35.5,30.7,57.0,46.8,80.0,65.5,39.4,42.2,58.0,57.7,24,Arkansas,SEC,5-2,119.19496414266492,98.56443197182728,0.8989466838862166,0.4896308692841301,71.27333519244084,2026,0.9485477231399031,-1.0025812685349145,-1.6801137916293876,-0.4460513869333467,-0.2558983602324569,-0.34411709311768013,0.22383182004797647,-1.3338814048246905,0.9404437935817976,-0.9661021136717066,0.5648174750823359,-0.6135126134518541,-0.06129111088450498,0.42560062824998096,0.8660901684695999
