Team,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D,3P rate,3P rate D,arate,arateD,rank,team,conf,record,adjoe,adjde,barthag,sos,adjt,Year,EFG Z,EFGD Z,TOR Z,TORD Z,ORB Z,DRB Z,FTR Z,FTRD Z,2P Z,2PD Z,3P Z,3PD Z,3PR Z,3PRD Z,Adj T Z
Marist,50.3,40.3,25.7,45.1,29.2,27.0,18.9,19.8,30.2,22.1,53.3,45.7,74.3,71.4,36.8,42.8,58.1,48.9,161,Marist,MAAC,4-2,101.20767525070865,101.80897778046318,0.4829759621622228,0.3061580126346183,65.86176656605932,2026,-0.10786923871636336,-2.4153675958291374,0.4355272444447327,0.7873138833823359,-0.3577607201782757,-0.912385961771178,-1.4181347128551929,1.114121506328666,0.2914648607856944,-1.2058735698453378,-0.6733281336557285,-2.789618080053724,-0.4738251410600278,0.5441966987113526,-1.13885783990029
Texas,55.400000000000006,46.3,49.8,36.0,37.2,24.2,14.4,14.000000000000002,34.3,33.6,57.9,44.2,69.7,74.0,39.7,34.3,47.8,39.1,35,Texas,SEC,6-2,118.77747307445674,101.41689885964618,0.8602224045463008,0.3801239022769061,69.43347226211694,2026,0.9573752592704261,-1.0781440867496312,-1.2319634292160448,-1.3192881023613492,1.2241007318516588,-1.508129926076151,1.875060113340874,-0.07875921808325581,1.1240090956601119,-1.4914340281023977,0.2917475794137069,0.08816753547516971,-0.015291668933459644,-1.0801733780175053,0.2261343451823089
Virginia,55.400000000000006,44.3,40.400000000000006,38.4,46.8,31.9,14.4,16.900000000000002,36.5,32.4,56.0,42.1,68.2,70.7,45.1,33.3,54.5,50.3,28,Virginia,ACC,6-1,121.34161535766292,102.00070091650568,0.8804550817042791,0.3942120642818517,66.65924223117707,2026,0.9573752592704261,-1.5238852564428,-1.2319634292160448,-0.2659871094895063,3.122334474287578,0.1301659757625241,0.590577484036185,0.23584668725615193,0.7801321290815485,-1.8912186696622821,0.8095930839875513,-0.2121231374495851,0.8385292791642861,-1.2712757399856063,-0.8340880342915001
Southern Illinois,52.1,49.4,37.4,29.8,32.6,32.6,16.2,17.2,23.9,33.0,58.0,49.4,67.9,70.7,26.6,41.5,47.1,56.3,147,Southern Illinois,MVC,4-4,108.0759043935642,107.28505646238064,0.5211026857466704,0.4275289918533434,70.09711045572674,2026,0.26809940763191553,-0.38724527372521933,-0.5649671597517341,-0.15702493781310983,0.31453039693444657,0.2791019668387679,0.1806362193644745,-0.8914911402100596,1.1421078833747733,-0.5014911061445905,-2.1562493512990084,-0.06197780098720769,-2.0865980430224362,0.2957636281528219,0.4797557308971454
St. Bonaventure,52.5,48.3,27.3,33.6,35.9,31.1,18.0,19.4,37.6,33.3,50.9,47.3,73.3,75.5,29.4,37.4,52.9,50.8,118,St. Bonaventure,A10,7-1,108.88771579134492,104.02141664347556,0.6284994382081376,0.4825794745064731,67.04698102720437,2026,0.3516479957093103,-0.6324029170564625,0.10202910971257756,0.6420309878138051,0.9670482458967936,-0.040046585467467546,-1.1994993716969475,-0.39336512342266355,-0.1429060443661752,-0.9012757477044747,1.0685158362744733,0.013094867243980126,-1.6438760699347166,-0.48775605591639215,-0.6859066130129279
Duke,59.6,40.3,41.2,23.200000000000003,37.7,28.3,14.8,20.1,36.0,25.9,64.7,41.4,71.6,69.0,46.9,45.2,63.4,52.9,2,Duke,ACC,9-0,122.30279835870984,93.13322160869636,0.9582493536641676,0.5017623731991574,68.2896268025663,2026,1.834635434083074,-2.4153675958291374,-1.0837420360017533,0.8962760550587336,1.3229670726035296,-0.6357905497724405,0.6998951546153073,-1.756657379893431,2.3547266602570773,-2.0244802168489104,0.6919009238571322,-1.8386976157920032,1.1231362618635343,1.002842367434796,-0.21100696658708043
Towson,45.4,50.1,30.8,27.3,36.3,24.4,16.8,14.6,25.2,30.1,49.6,54.2,69.9,64.8,35.8,44.9,35.0,43.1,143,Towson,CAA,5-3,105.88103643931478,104.91441832609424,0.5263428195258918,0.4977796057248979,63.87442652151891,2026,-1.1313394426644532,-0.23123586433260962,-0.3426350699302964,-1.101363759008555,1.04614131849829,-1.465576785768653,-0.7212345629132864,-1.2192056249386094,-0.37819028465677085,0.4123023602780025,-1.8502497349599187,-0.7876802605553631,-0.6319401314484994,0.9455116588443648,-1.8983559230972298
Lamar,46.2,50.0,19.5,52.5,35.0,31.9,16.8,19.3,31.7,30.3,45.7,52.5,65.4,64.0,30.8,35.0,51.8,50.5,171,Lamar,Slnd,4-2,103.31727842545004,104.98347411693396,0.4541341278256371,0.3364755216602293,66.96144916207777,2026,-0.964242266509662,-0.25352292281726835,-0.3426350699302964,0.6057102639216734,0.7890888325434264,0.1301659757625241,-2.2653466598433925,2.0841563811251738,-1.084043005528559,0.0886671742533339,-0.3202516532644715,-0.7376318150679043,-1.4225150833908562,-0.9464017246398341,-0.7185941683180056
SMU,55.400000000000006,45.4,40.9,34.599999999999994,33.900000000000006,30.7,15.3,20.3,36.1,29.5,56.0,46.3,76.4,72.3,32.0,43.8,59.1,55.8,47,SMU,ACC,8-0,116.01661521544202,101.0146845794849,0.8309501901592898,0.4416502304529056,71.2437784447389,2026,0.9573752592704261,-1.2787276131115568,-0.8984652944838891,0.9689175028429984,0.5715828828893116,-0.12515286608246412,0.6589010281481357,-0.2622793295312445,0.7801321290815485,-1.0916493865425148,0.7154393558832163,-0.9378255970177405,-1.2327770949246906,0.7352990606794535,0.9179757235504049
Iowa St.,59.2,48.5,34.0,29.9,36.6,29.5,13.0,25.8,37.6,33.1,60.8,47.5,68.6,68.1,34.9,43.6,51.1,59.4,9,Iowa St.,B12,7-0,120.2875400388158,94.9490500291053,0.9382117834493932,0.5344621787337586,70.08460464293398,2026,1.751086846005679,-0.587828800087145,-1.750738305466065,2.9665573169102863,1.1054611229494133,-0.38047170792745233,-0.28396388059679617,-0.8783825608209178,1.6488739393852876,-0.8632010199368663,1.0685158362744733,-0.03695357824347783,-0.7742436227981234,0.6970785882858341,0.47497640746379094
New Mexico St.,48.7,42.3,31.7,43.4,37.8,23.4,16.8,16.0,29.8,25.0,51.4,46.1,74.0,76.3,40.9,44.1,51.2,44.0,111,New Mexico St.,CUSA,6-1,109.57046015244164,104.15720485416728,0.6416802579489542,0.3038160397912914,67.31144298679695,2026,-0.4420635910259426,-1.9696264261359688,-0.3426350699302964,-0.5928736245186996,1.3427403407539027,-1.6783424873061434,-0.5982521835117737,0.8912756567132518,-0.052412105792868986,-1.129724114310122,-0.7674818617600635,-2.0639156204855684,0.17444631953270545,0.7926297692698846,-0.584837673180076
Cornell,61.0,52.900000000000006,34.300000000000004,39.900000000000006,26.200000000000003,27.9,18.6,15.8,41.7,34.7,59.1,53.4,71.4,69.4,53.7,37.7,68.1,48.8,155,Cornell,Ivy,5-3,112.07485418576384,112.29230672952048,0.4944274342962401,0.4148498773965874,73.56558060452939,2026,2.1270554923539566,0.3928017732378276,0.3243611995340152,-0.6655150723029645,-0.9509587646895001,-0.7208968303874371,-0.24296975412962463,0.43247537809328285,1.3411945482360472,0.2600034492075696,2.03359154934391,0.36343398565619467,2.198318196505141,-0.43042534732596105,1.8052945770942652
Arizona,56.6,46.1,43.8,28.9,40.9,26.4,17.599999999999998,19.0,36.8,32.7,57.1,44.6,71.9,62.6,27.0,34.6,60.6,50.0,11,Arizona,B12,7-0,121.04475196560745,95.95484193667896,0.9353087299494032,0.5352355990529888,71.96504374008698,2026,1.2080210235026105,-1.1227182037189471,-0.04619228350171463,0.49674809224527555,1.9557116534155021,-1.0400453826936726,1.0551775839974546,-1.0094683547123378,0.9792187939428224,-1.415284572567182,0.8802083800658019,-0.1370504692183955,-2.023352046867048,-1.0228426694270742,1.193620352560049
Northwestern,57.4,44.5,41.5,33.900000000000006,29.6,36.9,13.0,17.599999999999998,37.9,28.1,57.7,46.1,71.5,75.7,31.2,40.2,62.9,60.0,54,Northwestern,B10,5-2,115.2206010841014,101.4370537185923,0.8123292022662897,0.5280337114532371,67.03312324539513,2026,1.3751181996574002,-1.4793111394734826,-1.750738305466065,-0.011742042244580317,-0.2786676475767786,1.1939944834499756,0.7408892810824778,-0.354039385255237,1.08781152023079,-1.129724114310122,1.139131132352724,-1.2881647154299534,-1.3592690872354678,0.04733055759429126,-0.6912026159543421
Miami OH,57.49999999999999,50.0,38.8,35.7,25.5,23.7,14.7,19.7,35.8,33.0,60.6,50.3,82.5,75.2,45.6,37.5,51.0,46.8,121,Miami OH,MAC,7-0,111.5317931758,107.0552231695917,0.6156431744231534,0.1556672004914367,70.71122645613076,2026,1.3960053466767477,-0.25352292281726835,-1.1207973843053267,0.7509931594902028,-1.08937164174212,-1.6145127768448961,0.37194214287793875,-0.11808495625068144,1.6126763639559658,-0.3301548311903547,0.6448240598049639,-0.06197780098720769,0.9175867743585219,-0.4686458197195818,0.7144513112779519
Long Beach St.,48.3,56.6,27.500000000000004,42.6,29.0,30.1,18.0,19.0,30.4,35.0,50.0,58.9,64.9,77.6,38.2,36.2,48.3,53.2,318,Long Beach St.,BW,2-6,101.05010924688582,113.47765400324153,0.208518583615573,0.4564238844526194,67.6162868876551,2026,-0.5256121791033389,1.217422937170189,0.10202910971257756,0.49674809224527555,-0.3973072564790239,-0.25281228700495784,-1.1721699540521664,0.7864070216001162,-0.3057951337981261,1.3070584628167898,-0.6262512696035611,0.4385066538873825,-0.2524641545161669,-0.7170788902781124,-0.46833604125649486
Rhode Island,53.6,47.1,42.3,40.0,35.9,34.9,17.599999999999998,22.4,29.6,31.2,59.6,47.4,74.5,70.3,39.7,40.8,45.2,53.8,124,Rhode Island,A10,7-2,108.66764201484312,104.75105553316902,0.6039941377496482,0.3898775587406613,68.37663779948885,2026,0.5814066129221472,-0.8998476188723628,-0.04619228350171463,1.7316527045777803,0.9670482458967936,0.768463080374995,0.8502069516616,0.4455839574824241,1.4316884868093536,-0.8822383838206705,-0.8145587258122309,-0.5124138103743391,-0.015291668933459644,0.16199197477515073,-0.1777541342088098
Alabama A&M,42.9,54.0,33.6,44.9,20.4,30.6,17.0,18.7,30.9,31.2,41.3,58.9,69.5,75.4,33.2,40.1,38.3,56.9,301,Alabama A&M,SWAC,3-3,100.8777214992174,111.4111798628196,0.2419233403431975,0.4557146793258198,68.66952695568455,2026,-1.6535181181481726,0.6379594165690692,-0.26852437332315093,0.3877859205688778,-2.0978083174112028,-0.14642943623621268,-0.3386227158863573,1.0879043475503818,-1.880389664973655,1.3070584628167898,-0.5085591094731421,-0.5124138103743391,-1.0430391064585243,0.02822032139748089,-0.06582122502655341
LSU,61.0,45.0,49.0,28.7,36.7,25.5,15.8,14.4,35.8,30.2,65.2,44.7,77.7,60.2,35.9,40.8,56.0,45.7,34,LSU,SEC,7-0,119.04471871932762,101.32995949349312,0.8644609757084972,0.3791164441217394,70.22208383164593,2026,2.1270554923539566,-1.3678758470501904,-0.7131885529660249,-1.1740052067928197,1.125234391099788,-1.2315345140774134,1.7657424427617519,-1.0356855134906218,2.4452205988303835,-1.3962472086833777,0.6448240598049639,-0.7626560378116342,-0.616128632409652,0.16199197477515073,0.527516575711819
Alabama,58.7,49.2,33.7,31.7,31.6,30.9,14.000000000000002,13.6,36.2,32.9,63.2,49.1,74.7,64.7,50.1,34.6,55.4,50.0,13,Alabama,SEC,5-2,125.13848213804914,99.58674583485136,0.9325481542460204,0.7433170602069111,74.15966117685666,2026,1.6466511109089352,-0.43181939069453523,-1.380184822430336,-1.46457099792988,0.11679771543070484,-0.0825997257749662,-0.32495800706396677,-0.6424281318163618,2.0832448445371585,-0.5586031977960019,0.7389777879093005,-0.08700202373093756,1.6291042311066435,-1.0228426694270742,2.032333254841762
Youngstown St.,54.900000000000006,50.4,27.9,36.7,27.200000000000003,35.5,20.5,20.5,35.7,30.4,56.4,52.2,71.4,77.2,53.1,28.3,50.5,43.3,160,Youngstown St.,Horz,4-4,105.886821068359,106.4905403257095,0.4836604100777278,0.4348653836925721,69.8530994425218,2026,0.8529395241736822,-0.16437468887863493,1.028412817301899,1.0415589506272631,-0.7532260831857585,0.8961225012974895,-1.117511118762606,0.01300083764073854,0.8525272799401932,0.03155508260192243,0.6212856277788814,-0.7126075923241753,2.103449202272058,-2.2267875498261103,0.38650249156489325
Colgate,53.6,49.1,22.6,31.8,23.0,34.0,15.1,15.6,33.5,31.0,55.3,50.8,77.8,73.6,34.9,40.6,46.9,56.1,170,Colgate,Pat,5-4,107.90345896446895,109.5737485622135,0.4559519075740295,0.4763253235865101,67.16085559583182,2026,0.5814066129221472,-0.454106449179194,-0.9725759910910352,-0.7381565200872299,-1.5837033455014742,0.576973948991254,-1.8417406863492924,-0.6293195524272196,0.6534406150789193,-0.2349680117713347,0.10344012320503711,-0.5624622558617979,-0.7742436227981234,0.12377150238153135,-0.6423873789316616
Evansville,44.8,57.9,41.3,38.1,26.9,36.0,18.1,18.6,23.6,38.0,50.5,58.6,71.9,76.6,37.6,44.6,50.8,54.2,269,Evansville,MVC,3-5,101.74380105991304,109.75890034127434,0.2948331520715281,0.4397336155918084,68.10413785551378,2026,-1.2566623247805462,1.507154697470748,0.13908445801615094,0.35146519667674603,-0.8125458876368817,1.0025053520662346,0.7135598634376967,0.1965209490887263,-0.2153011952248199,1.2499463711653782,-2.226864647377259,1.1892333361992677,-0.34733314874925,0.8881809502539351,-0.2818949357233271
UMBC,51.5,51.1,33.800000000000004,23.8,26.0,27.4,21.9,15.1,33.1,37.8,52.9,48.9,67.7,73.0,42.9,28.9,53.3,37.3,289,UMBC,AE,5-2,103.18283567987736,112.39445520124622,0.2722198496706961,0.3019975891113242,69.26190063549762,2026,0.14277652551582257,-0.008365279486025222,1.5471876935519182,-0.9197601395478924,-0.990505300990249,-0.8272796811561822,-0.31129329824157626,-1.6780059035585795,0.21906970992704966,-0.5966779255636104,0.009286395100702227,1.139184890711808,0.4906763003096484,-2.11212613264525,0.1605651327537014
Wichita St.,49.4,46.0,37.1,34.7,40.400000000000006,30.0,14.099999999999998,17.1,33.9,31.5,48.6,45.4,71.4,73.4,33.7,35.6,42.5,44.6,105,Wichita St.,Amer,5-4,110.4871207968132,104.804581031273,0.6473056983714242,0.4601890057267678,66.84147319579291,2026,-0.29585356189050205,-1.145005262203606,-1.3431294741267643,-0.19334566170524156,1.8568453126636328,-0.2740888571587072,0.13964209289730392,-0.2491707501421014,-0.5591781618033833,-1.2629856614967505,0.197593851309372,-0.43734114214315034,-0.9639816112642885,-0.8317403074589733,-0.7644451623003269
East Texas A&M,50.7,54.1,30.9,47.2,23.8,33.5,20.8,22.4,32.6,38.4,52.3,51.6,69.0,67.2,45.7,41.3,54.9,53.6,308,East Texas A&M,Slnd,4-3,98.84433213818448,109.99715992801916,0.2262784258871592,0.3254864954267797,69.07286424978084,2026,-0.024320650638967063,0.6602464750537279,1.1395788622126177,1.7316527045777803,-1.4255172002984806,0.4705910982225089,-0.7075698540908962,1.3894016735006482,0.11047698363908195,-0.08266910070090186,-0.10840576502971679,1.2893302271741856,0.9333982733973692,0.25754315575920117,0.08832144551919886
Belmont,62.2,43.0,34.5,28.1,29.7,29.8,20.4,20.4,39.7,27.4,64.3,45.1,68.6,77.2,44.1,50.9,60.4,46.2,90,Belmont,MVC,8-0,111.3440471232558,103.11012505421137,0.707549961030406,0.2630648302803898,71.1850178251695,2026,2.3777012565861426,-1.8136170167433592,0.9913574689983254,1.00523822673513,-0.25889437942640486,-0.3166419974662051,-0.21564033648484457,-1.1143369898254734,2.282331509398431,-1.320097753148162,1.5628229088222336,-1.4633342746360607,0.6804142887758147,2.09212583065297,0.8955192858345619
Providence,55.50000000000001,50.0,33.6,29.5,29.6,31.7,14.3,15.2,34.8,36.6,57.8,46.5,78.9,76.8,41.2,41.9,52.8,55.0,76,Providence,BE,5-4,116.85725436543842,106.26449670954128,0.748899566542082,0.5180170841820964,73.02698056112587,2026,0.9782624062897752,-0.25352292281726835,-1.2690187775196176,-0.88343941565576,-0.2786676475767786,0.08761283545502618,-0.3386227158863573,-0.9308168783774856,1.1059103079454504,-1.0535746587749062,0.4094397395441259,0.838894217787055,0.22188081664924758,0.37220457294006204,1.5994587908640516
Purdue,59.3,47.2,27.9,20.4,41.8,27.9,14.000000000000002,15.1,41.8,30.4,57.0,48.5,77.3,67.6,39.7,46.0,64.0,51.2,5,Purdue,B10,8-0,127.15336119362492,98.9963344493857,0.9467772383373814,0.5939825997104793,66.23024909547789,2026,1.7719739930250267,-0.877560560387704,-1.380184822430336,-0.9197601395478924,2.1336710667688696,-0.7208968303874371,-1.117511118762606,-2.1236976027894077,0.9611200062281609,-0.6728273810988262,2.057129981369992,-0.7126075923241753,-0.015291668933459644,1.155724257009276,-0.9980355505523759
Le Moyne,55.900000000000006,53.0,39.8,31.4,28.7,33.0,20.8,14.499999999999998,38.6,41.8,54.4,46.7,75.4,79.0,44.0,39.2,61.3,58.0,314,Le Moyne,NEC,4-5,106.82998217437994,119.5178123983246,0.2157498866091502,0.3638146856864468,68.86599864094242,2026,1.06181099436717,0.4150888317224848,1.1395788622126177,-1.137684482900688,-0.45662706093014654,0.36420824745376373,0.508589231101842,-0.6817538699837878,0.4905515256469683,-1.0154999310072976,1.3039001565353114,2.1401538004609884,0.6646027897369673,-0.14377180437380968,0.009263996934209857
Purdue Fort Wayne,50.1,61.8,21.7,28.1,24.1,39.7,16.6,21.7,29.0,42.0,56.1,60.8,76.5,80.0,47.1,45.5,50.6,55.4,245,Purdue Fort Wayne,Horz,4-5,105.12437632683675,111.78577755977548,0.3303590082531447,0.4140046208699141,69.68074719472763,2026,-0.14964353275506004,2.376349978372427,-0.41674576653744183,1.477407637332853,-1.366197395847358,1.7897384477549494,-1.9647230657508057,-1.1143369898254734,0.7982309167962099,1.6687683766090655,-0.955789317968734,2.190202245948448,1.154759259941229,1.0601730760252257,0.3206349505801669
UTEP,43.0,54.0,27.500000000000004,44.8,23.0,42.6,19.4,23.1,29.4,34.2,42.3,55.6,65.6,69.5,38.3,37.3,47.0,54.5,235,UTEP,CUSA,3-4,101.05817526998116,106.78079834520376,0.3467308424685875,0.3661286786039188,67.25721994246123,2026,-1.6326309711288236,0.6379594165690692,0.6208039859625969,1.9858977718227089,-1.5837033455014742,2.406758982213671,-1.1721699540521664,1.0747957681612397,-1.6994017878270424,0.6788254546512582,-0.8616355898643991,0.23831287193754713,-0.23665265547732062,-0.5068662921132026,-0.6055599941292327
North Carolina A&T,50.6,55.400000000000006,53.0,42.1,26.5,26.700000000000003,19.3,17.1,31.8,39.3,51.9,53.4,69.5,61.7,32.0,37.5,48.8,56.9,332,North Carolina A&T,CAA,3-3,99.97102241715734,114.10519239652412,0.1793489640830793,0.358154678740902,70.4961931153594,2026,-0.04520779765831614,0.9499782353542886,0.5837486376590248,-0.19334566170524156,-0.8916389602383782,-0.9762156722324246,2.3123307956573647,0.7208641246544062,0.03808183278043723,0.2600034492075696,-0.2967132212383874,1.5145482318677508,-1.2327770949246906,-0.4686458197195818,0.6322724156289949
Cal St. Fullerton,48.7,54.6,34.5,42.6,24.1,24.2,13.6,15.0,28.3,34.4,52.6,56.9,70.8,79.9,38.5,43.1,48.5,57.4,324,Cal St. Fullerton,BW,3-5,99.86679702091016,113.1286670722756,0.1924888990553004,0.4310560082144249,74.32765722585083,2026,-0.4420635910259426,0.7716817674770201,-1.528406215644628,-0.9560808634400247,-1.366197395847358,-1.508129926076151,-0.21564033648484457,0.7864070216001162,0.16477334678306646,0.9263111851407098,-1.1205583421513206,0.2883613174250051,-0.20502965739962586,0.6015274073017837,2.096535995357282
Hawaii,52.5,42.2,52.900000000000006,43.6,36.0,23.7,20.6,18.0,30.1,28.2,56.7,42.1,72.4,64.2,36.0,31.2,51.9,41.3,95,Hawaii,BW,6-2,107.7651454589114,100.27099722402318,0.6961211384331794,0.2864897951078886,70.78896262899521,2026,0.3516479957093103,-1.991913484620626,1.0654681656054723,0.1335408533239505,0.9868215140471681,-1.6145127768448961,2.298666086834975,0.9174928154915362,0.9068236430841777,-1.8912186696622821,-0.6968665656818118,-1.2631404926862244,-0.6003171333708046,-1.6725907001186178,0.7441596012345748
