Team Modified,Market,Bookmaker,Point,Implied Probability,Vegas Line
Rhode Island,spreads,draftkings,1.5,0.53475935828877,-114.94252873563217
Towson,spreads,draftkings,-1.5,0.53475935828877,-114.94252873563217
Rhode Island,spreads,betrivers,1.5,0.5847953216374269,-140.84507042253523
Towson,spreads,betrivers,-1.5,0.5154639175257733,-106.38297872340426
Rhode Island,spreads,betmgm,1.5,0.5128205128205129,-105.26315789473685
Towson,spreads,betmgm,-1.5,0.5555555555555556,-125.0
Rhode Island,spreads,fanduel,1.5,0.5555555555555556,-125.0
Towson,spreads,fanduel,-1.5,0.5154639175257733,-106.38297872340426
Rhode Island,spreads,bovada,1.5,0.5128205128205129,-105.26315789473685
Towson,spreads,bovada,-1.5,0.5555555555555556,-125.0
Toledo,spreads,draftkings,-3.5,0.5235602094240838,-109.8901098901099
Troy,spreads,draftkings,3.5,0.5464480874316939,-120.48192771084337
Toledo,spreads,betmgm,-2.5,0.5555555555555556,-125.0
Troy,spreads,betmgm,2.5,0.5128205128205129,-105.26315789473685
Toledo,spreads,fanduel,-3.5,0.5181347150259068,-107.52688172043011
Troy,spreads,fanduel,3.5,0.5494505494505494,-121.95121951219511
Toledo,spreads,bovada,-3.5,0.5235602094240838,-109.8901098901099
Troy,spreads,bovada,3.5,0.5464480874316939,-120.48192771084337
Toledo,spreads,betrivers,-1.5,0.5586592178770949,-126.58227848101265
Troy,spreads,betrivers,1.5,0.53475935828877,-114.94252873563217
Pacific,spreads,draftkings,-5.5,0.53475935828877,-114.94252873563217
St.ony Brook,spreads,draftkings,5.5,0.53475935828877,-114.94252873563217
Pacific,spreads,betonlineag,-4.5,0.5291005291005292,-112.35955056179776
St.ony Brook,spreads,betonlineag,4.5,0.5181347150259068,-107.52688172043011
Pacific,spreads,lowvig,-4.5,0.5181347150259068,-107.52688172043011
St.ony Brook,spreads,lowvig,4.5,0.5102040816326531,-104.16666666666667
Pacific,spreads,betmgm,-4.5,0.5235602094240838,-109.8901098901099
St.ony Brook,spreads,betmgm,4.5,0.5235602094240838,-109.8901098901099
Pacific,spreads,fanduel,-3.5,0.5405405405405405,-117.6470588235294
St.ony Brook,spreads,fanduel,3.5,0.5291005291005292,-112.35955056179776
Pacific,spreads,betus,-4.5,0.5235602094240838,-109.8901098901099
St.ony Brook,spreads,betus,4.5,0.5235602094240838,-109.8901098901099
Pacific,spreads,bovada,-5.5,0.53475935828877,-114.94252873563217
St.ony Brook,spreads,bovada,5.5,0.53475935828877,-114.94252873563217
Pacific,spreads,betrivers,-5.5,0.5405405405405405,-117.6470588235294
St.ony Brook,spreads,betrivers,5.5,0.5649717514124294,-129.87012987012986
