Home,Away,Home_Advantage
Minnesota,Indiana,2
Arkansas,Louisville,3
Alabama,Clemson,3
Vanderbilt,SMU,3
Auburn,N.C. St.,3
Akron,Bucknell,2
Wisconsin,Northwestern,3
Texas,Virginia,3
Georgia Tech,Mississippi St.,2.5
Washington,UCLA,2
