Team,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D,3P rate,3P rate D,arate,arateD,rank,team,conf,record,adjoe,adjde,barthag,sos,adjt,Year,EFG Z,EFGD Z,TOR Z,TORD Z,ORB Z,DRB Z,FTR Z,FTRD Z,2P Z,2PD Z,3P Z,3PD Z,3PR Z,3PRD Z,Adj T Z
Northwestern,58.7,42.0,42.2,25.3,35.0,31.8,13.0,20.4,40.0,29.7,58.1,40.4,69.1,70.0,32.6,38.4,63.3,65.1,54,Northwestern,B10,4-0,113.06055443083768,99.5370521153568,0.8123002410739095,0.3519165769287294,67.84616262250427,2026,1.4300107091859444,-1.6346210922641666,-1.442702076414041,0.7455159276776994,0.632345755891416,0.045540219462024564,0.5564144687212893,-1.3324553200207887,0.9831203773989544,-1.7846598304008365,1.3402778376587148,-0.6499708907417603,-1.0523425219219102,-0.22778738616767502,-1.0578059183941921
Villanova,55.400000000000006,52.400000000000006,28.2,26.5,47.0,29.9,17.5,21.1,36.4,40.0,56.1,48.0,68.5,67.1,45.3,36.4,59.7,51.6,42,Villanova,BE,4-1,117.02633528516904,100.7748346952604,0.848047513375261,0.5090114209533046,67.62791448565572,2026,0.8469206959109044,0.2764392010108881,-0.1244788006518791,0.9517516569129237,2.6287952699146286,-0.2876047404210354,-0.979828202105267,-1.2015528818884755,0.6796881621523634,-0.6084269977053774,0.6703173710084498,1.4088087568643124,0.8219164246985293,-0.5624317651219971,-1.1441524201081112
Houston,52.2,39.4,16.6,36.2,37.8,29.5,14.6,23.4,30.6,24.7,56.5,40.6,79.6,66.0,41.2,32.7,57.7,42.4,1,Houston,B12,5-0,118.40747784286832,90.45354689951256,0.9567645970410512,0.4216671820482262,66.00896348347628,2026,0.28150007697753127,-2.1123861655829304,-0.9740004672541613,1.6293833386858,1.0981839758301652,-0.3577405214490477,-2.252714986504413,-0.14342484031894287,0.7403746052016814,-1.753706334803587,-0.4090633808169764,-1.6493784866670382,0.21684070177382117,-1.1815238661874923,-1.7846653587429455
Gonzaga,58.4,38.6,29.3,36.5,38.6,22.6,13.7,22.6,34.0,23.6,61.7,41.1,72.0,66.3,31.1,44.6,51.9,44.2,5,Gonzaga,WCC,5-0,120.04303495966954,95.21139015184424,0.9349376211089508,0.5731389440511527,73.15599250209262,2026,1.37700252616094,-2.2593908035271646,-1.2376451224065939,1.393685362416974,1.23128061009838,-1.5675827441822638,-0.8591234208260374,-0.11069923078586485,1.5292983648428184,-1.6763225958104648,0.22367705990827347,-1.8692481577705988,-1.2737116888455842,0.809610188590724,1.0429461953187684
Iowa,65.9,50.0,58.4,35.4,34.4,27.700000000000003,15.1,23.200000000000003,40.0,32.3,70.0,51.0,77.2,65.6,41.2,39.0,68.7,39.6,26,Iowa,B10,5-0,121.34928129797986,101.09277265490392,0.890931876315695,0.3134128521574565,66.09066139322405,2026,2.7022071017860334,-0.16457471282181768,-0.8275312143916989,1.5704588446185948,0.5325232801902551,-0.6733515360751037,2.3340667021063033,-0.23069313240715217,2.7885420581161706,-0.1441245637466437,1.3402778376587148,-0.13027894086061617,0.21684070177382117,-0.12739407248137813,-1.752342843619001
Penn St.,58.9,51.6,32.4,19.6,32.5,27.800000000000004,11.0,21.4,36.6,31.2,60.9,54.9,68.4,85.2,34.5,40.6,48.7,58.4,95,Penn St.,B10,5-0,112.10176354364646,104.53306437857428,0.6908063591727869,0.2915904588662815,69.28908645659288,2026,1.4653494978692794,0.12943456306665238,-2.0285790878638905,1.0401383980137329,0.21641877380324667,-0.6558175908181003,-0.5189554008573003,-1.9542419011492767,1.4079254787441815,0.45946860039970994,0.707537396933465,-0.3501486119641769,-0.7719415771519232,0.14032143068207978,-0.4869354078264466
Loyola MD,52.3,51.0,31.8,31.2,23.3,35.099999999999994,16.5,18.6,29.1,27.7,58.4,55.8,64.4,74.2,41.3,33.9,42.0,45.7,307,Loyola MD,Pat,2-4,101.99638850847433,113.20833720743626,0.2315886106362178,0.3163061462472821,69.82451169634012,2026,0.29916947131919813,0.019181084608475948,-0.41741730637680396,0.21519548107283973,-1.3141925202812164,0.624160412943127,-0.5847943724641524,-0.6888516658702486,1.0286352096859426,0.5987593305873299,-0.6882135752545868,-1.0497339291118715,0.2315986462353986,-0.9807372388148997,-0.27510268820238853
Kansas,56.10000000000001,44.1,36.9,30.3,26.1,25.3,16.6,15.1,33.3,25.6,60.5,48.8,71.8,63.3,41.9,44.8,57.7,52.6,20,Kansas,B12,3-2,116.18061958387683,95.15529288009336,0.908529596707049,0.5328697924684632,69.72318831454093,2026,0.9706064563025801,-1.2487339176605499,-0.38812345580431107,-0.8159831651032784,-0.8483543003424665,-1.0941662222431794,-0.025163113805907352,-0.7870284944694834,1.3472390356948634,-0.4846130153163822,0.09340696917072143,-1.4694851194004876,0.32014631300486845,0.8430746264861555,-0.31518971797737944
Duke,58.1,39.7,44.8,21.9,38.4,27.700000000000003,13.8,20.1,35.6,23.8,62.2,42.9,73.4,67.1,47.1,44.7,64.9,51.8,2,Duke,ACC,5-0,121.82310466567316,93.77646914405484,0.952981071403622,0.4905129130575328,69.98842189532377,2026,1.323994343135937,-2.0572594263538413,-1.208351271834101,0.6571291865768901,1.198006451531326,-0.6733515360751037,0.841716679017649,-1.7033455613956765,1.6051564186544662,-1.397741135435225,0.5214372673083915,-1.829271853933588,1.087559425006939,0.8263424075384403,-0.2102541516611961
Illinois Chicago,51.1,46.7,49.5,41.0,38.5,39.6,21.8,20.7,27.6,27.0,59.0,52.4,78.9,78.6,44.5,48.1,54.5,64.6,162,Illinois Chicago,MVC,3-2,106.054912968961,107.39054434699892,0.4640809827346355,0.3686603875674108,70.67082740092489,2026,0.08713673921918418,-0.7709688443417861,1.135156773965298,0.8339026687785096,1.214643530814853,1.4131879495082693,1.357455289937993,0.3801849122103099,1.1196648742599202,0.07254990543409849,-0.9673637696921972,-1.1896509925414103,0.7038528690059036,1.3952378517607877,0.059729038160332225
North Carolina A&T,50.9,51.4,47.7,36.7,28.6,23.9,19.9,18.6,30.0,36.8,53.3,49.1,74.4,62.1,29.1,37.8,56.2,61.3,325,North Carolina A&T,CAA,3-1,100.12788019647913,112.82347050031106,0.2021635650696508,0.2613652551287889,72.12877969701093,2026,0.05179795053584788,0.09268340358059314,0.5785736130879401,0.21519548107283973,-0.4324273182542972,-1.3396414558412237,1.1599383751174361,-0.08888215776381234,0.25488306080713535,-0.4381827719205082,-0.5207234585920208,0.769187895472134,-1.5688705780771495,-0.32818069985397186,0.6365453274107984
Vanderbilt,62.5,47.5,30.1,43.7,38.5,23.200000000000003,10.2,19.1,39.1,35.1,66.1,44.1,75.2,76.6,48.4,40.1,57.3,40.0,12,Vanderbilt,SEC,5-0,124.44237381513358,100.1606774075312,0.9238800167148974,0.3577184325879415,72.32806151939982,2026,2.101447694169324,-0.6239642063975518,-2.2629298924438306,0.3625067162408565,1.214643530814853,-1.4623790726402448,-0.7713381253502342,0.6747153980080152,2.1968492383853175,-1.212020161851731,1.172787720996149,0.4293893128575403,1.279412703007456,0.056660335943499264,0.7153880999857463
Tennessee,56.6,40.2,36.1,31.4,49.7,27.9,20.1,19.3,35.0,25.5,58.9,42.0,77.4,65.6,36.7,48.7,70.0,48.1,13,Tennessee,SEC,5-0,116.90243180428617,94.4564607476917,0.920693548686622,0.2386569450617431,68.20529059628974,2026,1.0589534280109183,-1.9653815276386948,0.6371613142329259,0.421431210308063,3.077996410569852,-0.6382836455610982,-0.11294840928171024,-0.6670345928481964,1.1044932634975904,-1.537031865622845,0.409777189533347,-1.4894732713189935,-0.4472667989972009,1.4956311654470846,-0.9157224868847479
Oklahoma,57.6,51.7,31.8,24.3,35.4,33.900000000000006,13.6,16.400000000000002,34.7,35.9,62.2,50.5,78.8,73.4,45.0,36.0,47.9,53.1,43,Oklahoma,SEC,3-2,119.69332609458924,103.0765803034333,0.8479738722744442,0.4349550422530801,69.87727052994622,2026,1.2356473714275973,0.14781014280968202,-1.266938972979086,-0.432973953666434,0.6988940730255229,0.4137530698590913,-0.5847943724641524,-1.4415406851310497,1.6051564186544662,-0.221508302739766,0.3539471506458255,0.5892945282055841,0.777642591313795,-0.6293606409128613,-0.2542294712202242
Connecticut,61.1,44.4,40.400000000000006,42.5,30.2,26.9,14.2,20.0,38.4,25.9,63.4,47.0,69.0,71.1,39.0,31.7,62.3,30.6,8,Connecticut,BE,4-1,122.36863605383422,97.67549618728968,0.93034200680415,0.475099952903923,68.30740189430499,2026,1.8540761733859736,-1.1936071784314621,-1.0911758695441314,0.6276669395432863,-0.1662340497178692,-0.8136230981311295,0.3588975539007324,0.5438129598757016,1.7872157478024202,-0.763194475691622,1.042517630258597,-1.4095206636449715,-0.10783407638090116,-1.348846055664654,-0.8753237302383051
Texas,51.9,41.5,47.6,28.6,38.7,24.6,12.9,15.0,30.4,28.3,55.6,41.0,65.5,73.3,37.0,35.2,47.9,43.6,36,Texas,SEC,4-1,116.44694707059584,99.17372172995496,0.8637122339452674,0.3074695542013373,70.58213299710626,2026,0.22849189395252684,-1.7264989909793136,-1.4719959269865333,-0.8454454121368816,1.247917689381907,-1.2169038390422011,1.1489652131829606,-0.9724736151569271,0.6038301083407157,-1.6917993436090895,-0.4462834067419917,-0.9298050176008378,-0.40299296561246656,-0.7632183924945897,0.024638468307470036
BYU,55.1,48.7,29.5,26.1,33.1,27.0,11.3,17.1,32.0,32.3,59.7,48.9,77.3,66.1,39.4,41.6,41.1,50.0,15,BYU,B12,3-1,122.1226396423405,99.16730038116634,0.9164069954358568,0.5479690889061277,70.36143286111762,2026,0.7939125128858999,-0.4034572494811989,-1.940697536146413,-0.2267382244312107,0.3162412495044076,-0.7960891528741262,-0.8371770969570868,-1.2451870279325798,1.2258661495962275,-0.46913626751775755,-0.1485231993418737,-0.13027894086061617,-0.048802298534588284,0.30764362015924085,-0.06267812896377989
West Georgia,47.1,52.3,27.700000000000003,38.2,30.5,33.800000000000004,18.3,15.4,39.5,29.0,41.6,57.9,71.6,78.0,31.4,39.1,47.5,66.7,343,West Georgia,ASun,3-2,98.984686342908,114.3813389426178,0.1594150175733988,0.4405279112087853,70.6025050354704,2026,-0.6196390344475317,0.25806362126785715,0.10987200392806099,-0.7275964240024682,-0.11632281186728878,0.3962191246020879,-1.0346940117776435,0.07474588990157927,-1.5201953983854215,0.9237710343584437,1.247227772846178,-0.789887954171299,-1.2294378554608498,-0.1106618535336618,0.032698350379894305
Youngstown St.,55.900000000000006,55.400000000000006,30.3,40.8,27.500000000000004,43.1,19.8,20.9,36.8,34.5,56.8,56.6,71.0,76.8,51.3,24.9,50.0,47.1,194,Youngstown St.,Horz,2-3,105.92965105041785,108.9385814630269,0.4201630651909301,0.5288935198745043,71.61963070498739,2026,0.9352676676192438,0.827706593301769,0.5492797625154483,0.8928271628457162,-0.6154351903730914,2.0268760335033793,-0.7493918014812835,0.35836783918825743,0.7858894374886697,0.7225733129763262,0.7447574228584789,0.30946040134650665,1.7073930923932255,-2.486636944109349,0.43510839902634374
Rhode Island,54.0,48.6,39.1,37.2,38.9,37.4,17.8,24.5,31.5,32.2,58.0,48.7,81.4,68.0,37.4,43.7,45.3,60.9,133,Rhode Island,A10,4-1,108.23792452127164,106.35475837049832,0.5502900158579653,0.3510102240512748,71.03416454570659,2026,0.5995491751275529,-0.4218328292242285,-0.036597248934401444,1.9534680560554376,1.28119184794896,1.0274411538541999,0.21624644875255175,-0.034339475208681795,0.9679487666366247,-0.5000897631150057,-0.24157326415441047,-0.1502670927791206,-0.34396118776615364,0.6590202180612793,0.20347776311001992
Cal St. Fullerton,42.2,54.7,38.4,44.2,23.0,26.3,15.9,15.9,21.4,39.5,47.7,51.8,69.7,73.8,35.4,40.0,42.1,53.9,349,Cal St. Fullerton,BW,1-3,95.1085406943566,110.93149520307762,0.1455694550895865,0.412478105911186,73.30802160225753,2026,-1.4854393571892581,0.6990775351005629,-0.5931804098117588,-0.5802851888344513,-1.3641037581317967,-0.918826769673148,0.13943431521122363,0.7292580805631457,-0.5947271418833187,-0.02031058135764847,-2.1211845733676538,1.3088679972717845,-0.639120076997719,0.03992811699578292,1.1030941587676601
Evansville,44.9,60.6,33.5,34.5,30.7,36.9,16.900000000000002,19.4,23.9,39.4,50.5,61.7,69.5,75.4,38.1,43.0,56.3,55.8,245,Evansville,MVC,2-3,103.03619368311922,109.21576299622411,0.3385374977270909,0.3517556392856993,68.96023884378383,2026,-1.0083657099642258,1.783236739939295,-0.3002419040868334,0.45089345734166575,-0.08304865330023535,0.9397714275691842,-0.3982506195780708,-0.328869961006387,-0.16992204053809165,1.5118874507061737,-1.6559342493049698,1.2888798453532788,-0.24065557653510536,0.541894685427266,-0.6170388825825237
Sam Houston St.,48.1,53.3,35.3,52.8,35.7,43.7,18.1,19.0,31.7,33.3,48.4,55.9,81.8,64.2,33.7,43.3,38.8,56.6,233,Sam Houston St.,CUSA,2-2,104.3035026512932,109.70240450656804,0.3588490869021208,0.5065114185987919,70.73004263942765,2026,-0.44294509103085267,0.4418194186981508,0.05128430278307622,0.3330444692072527,0.7488053108761039,2.132079705045398,-0.2007337047575139,1.6673922205113902,-0.48852586654701247,0.6142360783859545,-0.20435323822939588,0.0696025783244394,-0.890005132844549,0.5920913422704139,0.08315663193822023
Brown,51.2,49.9,28.000000000000004,34.8,29.0,35.0,20.3,17.599999999999998,34.0,32.8,51.3,50.2,68.1,75.4,42.0,36.5,60.1,51.3,261,Brown,Ivy,1-5,100.47528387706818,107.75153672194249,0.3091627161779753,0.3222037502815985,67.77787695395455,2026,0.10480613356085232,-0.1829502925648473,0.6957490153779107,-0.07942698926319494,-0.3658790011201904,0.6066264676861248,-1.0017745259742172,-0.296144351473309,-0.048549154439455684,-0.2679385461356389,0.22367705990827347,-0.03033818126808839,0.3349042574664469,-0.5456995461742807,-1.0848220876115096
Iowa St.,61.1,49.3,35.5,26.200000000000003,35.8,25.2,12.7,28.4,35.6,33.3,65.8,48.8,66.7,67.9,38.5,43.5,52.1,52.2,14,Iowa St.,B12,4-0,117.47464161564308,94.97170338925535,0.9202244337629149,0.3148619525318415,71.6544155310168,2026,1.8540761733859736,-0.29320377102302375,-1.5305836281315186,3.102495690365968,0.7654423901596297,-1.1117001675001827,-0.17878738088856277,-1.2342784914215534,2.151334406098329,-0.4846130153163822,0.5214372673083915,0.0696025783244394,-0.1816237986887925,0.6255557801658466,0.4488704777489266
Campbell,47.7,53.8,55.00000000000001,38.0,32.4,33.6,20.1,16.0,28.6,35.6,50.3,54.0,78.5,76.8,35.0,34.8,39.4,52.9,183,Campbell,CAA,2-3,107.50424613190376,110.14496515879053,0.4306816205664586,0.4767586916588347,74.67550338868234,2026,-0.513622668397524,0.5336973174132976,0.6371613142329259,-0.5508229418008481,0.19978169451971967,0.36115123408808114,1.9609791963341408,0.05292881687952675,-0.2002652620627512,0.32017787021209004,-0.7812636400671236,0.5293300724500681,-0.6981518548440319,-0.830147268285455,1.6441171893432884
Seattle,62.4,48.9,31.9,36.1,27.500000000000004,34.5,19.7,23.9,43.2,33.7,61.0,47.7,63.0,74.7,38.4,42.6,50.0,46.9,120,Seattle,WCC,3-1,107.19749328329564,103.20573649503618,0.6074025375242689,0.272337320871029,69.7017396258445,2026,2.0837782998276557,-0.3667060899951409,0.5199859119429554,1.776694573853817,-0.6154351903730914,0.5189567414011091,-0.5738212105296773,-0.15433337682996912,1.4230970895065111,-0.6548572411012503,1.9357982524589508,0.14955518599846276,-0.19638174315037096,0.4749658096364019,-0.32367556011115917
Drake,47.4,45.8,30.9,18.1,29.6,33.900000000000006,14.3,15.7,31.1,31.7,47.9,44.7,69.7,66.7,43.1,39.2,47.0,47.6,143,Drake,MVC,3-2,104.0965226691004,103.36826863515242,0.52017308448756,0.298906169602975,67.97864472030733,2026,-0.5666308514225284,-0.9363490620290514,-1.0618820189716385,-0.6392096829016584,-0.2660565254190295,0.4137530698590913,-0.6835528298744313,-2.1178699488146684,-0.5643839203586603,-1.1191596750599841,-0.31601331600443966,-0.2502078523716491,0.4972416465438081,-0.09392963458594546,-1.005391424276635
Arkansas,53.8,45.8,37.8,26.200000000000003,28.8,28.3,13.4,14.2,33.9,29.6,55.9,46.8,80.5,64.4,39.7,42.8,55.8,56.5,29,Arkansas,SEC,4-1,118.25948414848186,98.80272034159502,0.8876735848308287,0.4294615647547987,71.8928593351807,2026,0.5642103864442166,-0.9363490620290514,-1.325526674124071,-1.0811433884057087,-0.3991531596872438,-0.5681478645330852,0.07359534360437109,-1.2342784914215534,0.6493449406277039,-0.7941479712888714,0.20506704694576583,-0.6699590426602654,-0.00452846514985285,0.5084302475318334,0.5432070830561235
SMU,55.8,46.400000000000006,45.2,38.2,35.099999999999994,30.7,15.6,19.8,37.8,32.0,55.4,45.3,79.4,70.3,28.8,41.4,57.3,66.7,55,SMU,ACC,5-0,116.09632463500674,102.27114884025757,0.8112442250917337,0.3931799231569157,72.05788369170507,2026,0.9175982732775745,-0.8260955835708736,-0.6810619615292365,0.5687424454760799,0.6489828351749418,-0.1473331783650102,0.8856093267555513,0.07474588990157927,0.5734868868160561,-1.0262991882682382,0.9308575524835525,-0.1902433966161323,-1.6131444114618845,0.27417918226380816,0.6084964188059099
Alabama A&M,44.7,56.00000000000001,32.7,33.5,24.5,32.300000000000004,18.3,20.7,35.8,30.4,40.7,63.3,71.4,71.4,31.0,41.3,46.3,57.8,295,Alabama A&M,SWAC,3-1,102.1138282952893,111.66419750389552,0.263434825745622,0.3379727444032487,70.25542460481098,2026,-1.0437044986475608,0.9379600717599453,0.10987200392806099,0.8339026687785096,-1.114547568878895,0.13320994574704087,-0.48603591505387367,-0.43795532611664806,-1.6567398952463872,1.7595154154841641,0.5586572932334054,-0.5100538273122215,-1.2884696333071626,0.2574469633160918,-0.10461865691991444
South Carolina,56.2,43.6,36.6,36.5,31.1,27.800000000000004,16.1,15.7,36.0,24.6,58.5,46.0,77.5,68.2,51.4,27.0,69.3,45.4,94,South Carolina,SEC,4-0,110.45503240919736,102.80395272143352,0.6954076553505217,0.241674893570557,68.72028313932375,2026,0.9882758506442471,-1.3406118163756966,-0.5345927086667734,-0.6392096829016584,-0.016500336166127904,-0.6558175908181003,-0.058082599609333235,-0.11069923078586485,1.0438068204482724,-0.9179619536778666,0.5958773191584206,-1.6693666385855432,1.722151036854804,-2.135260346207311,-0.7119736478712866
