Team Modified,Market,Bookmaker,Point,Implied Probability,Vegas Line
Bryant,spreads,fanduel,-7.5,0.5181347150259068,-107.52688172043011
Maine,spreads,fanduel,7.5,0.5291005291005292,-112.35955056179776
Bryant,spreads,mybookieag,-7.5,0.5235602094240838,-109.8901098901099
Maine,spreads,mybookieag,7.5,0.5235602094240838,-109.8901098901099
Bryant,spreads,lowvig,-7.0,0.5263157894736842,-111.11111111111113
Maine,spreads,lowvig,7.0,0.5025125628140703,-101.01010101010101
Bryant,spreads,betonlineag,-7.0,0.53475935828877,-114.94252873563217
Maine,spreads,betonlineag,7.0,0.5128205128205129,-105.26315789473685
Bryant,spreads,betrivers,-7.5,0.5128205128205129,-105.26315789473685
Maine,spreads,betrivers,7.5,0.53475935828877,-114.94252873563217
Bryant,spreads,draftkings,-7.5,0.5235602094240838,-109.8901098901099
Maine,spreads,draftkings,7.5,0.5235602094240838,-109.8901098901099
Bryant,spreads,betmgm,-7.5,0.5235602094240838,-109.8901098901099
Maine,spreads,betmgm,7.5,0.5235602094240838,-109.8901098901099
Bryant,spreads,bovada,-7.0,0.53475935828877,-114.94252873563217
Maine,spreads,bovada,7.0,0.5128205128205129,-105.26315789473685
Princeton,spreads,betonlineag,7.5,0.5291005291005292,-112.35955056179776
Yale,spreads,betonlineag,-7.5,0.5181347150259068,-107.52688172043011
Princeton,spreads,lowvig,7.5,0.5181347150259068,-107.52688172043011
Yale,spreads,lowvig,-7.5,0.5102040816326531,-104.16666666666667
Princeton,spreads,betrivers,7.5,0.5154639175257733,-106.38297872340426
Yale,spreads,betrivers,-7.5,0.53475935828877,-114.94252873563217
Princeton,spreads,fanduel,7.5,0.5050505050505051,-102.04081632653062
Yale,spreads,fanduel,-7.5,0.5464480874316939,-120.48192771084337
Princeton,spreads,mybookieag,7.5,0.5235602094240838,-109.8901098901099
Yale,spreads,mybookieag,-7.5,0.5235602094240838,-109.8901098901099
Princeton,spreads,draftkings,7.5,0.53475935828877,-114.94252873563217
Yale,spreads,draftkings,-7.5,0.5128205128205129,-105.26315789473685
Princeton,spreads,betmgm,7.5,0.5235602094240838,-109.8901098901099
Yale,spreads,betmgm,-7.5,0.5235602094240838,-109.8901098901099
