Home,Away,Home_Advantage
Vermont,Liberty,0
Southern Illinois,UAB,0
Baylor,Creighton,0
Iona,Green Bay,0
Notre Dame,Kansas,0
Lamar,Oakland,0
UC San Diego,Temple,0
Iowa St.,St. John's,0
Boise St.,USC,0
Syracuse,Houston,0
Oregon,Auburn,0
Akron,Yale,0
Alabama,Gonzaga,0
San Diego St.,Michigan,0
Texas,Arizona St.,0
Maryland,UNLV,0
